,Text,label
3635,ජනතාවට ද්‍රෝහීව ඩයස්පෝරාව පිනවන්න රජය ගත් මේ තීන්දුව විසින් මේ ආණ්ඩුව අවසන් ගමන් යවනු ඇත.,NEGATIVE
3636,අර පසුගිය සමයේ දුෂණ වංචා කළ අය අත්අඩංගුවට ගන්නවා කියලා පාර්ලිමේන්තුවේ කෑගසන විපක්ෂයේ කට්ටිය අද සද්ද නැතුව හිටියේ ඇයි. ඒගොල්ලන්ට මේ වගේ ප්‍රශ්න ගැන තැකීමක් නැද්ද?,NEGATIVE
3637,"සහතික ඇත්ත හාමුදුරුවනේ. මේ ආණ්ඩුවට කියන ඒවා හරියට ""බීරි අලින්ට වීණා වැයුවා වගේ""",NEGATIVE
3638,අනේ මන්දා මෙහෙම ගියොත් රටක් ඉතුරුවෙයිද කියලා,NEGATIVE
3639,සමහරුන්ගේ අදහස් ගැන මට කණගාටුයි,NEGATIVE
3640,මේ හැමදේම බලාගෙන යනකොට මෙයාලා එක්ක මුකුත් කරන්න බැහැ කියලා තේරෙනවා,NEGATIVE
3641,ඔබවහන්සේ කියන කතාව හරියට හරි,POSITIVE
3642,මේ පාපතරයින්ව දිය රකුසාට බිලි දෙන්න ඕනි,NEGATIVE
3643,බෙල්ලට තොන්ඩුවක්දාල එල්ලන්න....,NEGATIVE
3644,තාත්තෙක් විදියට කෙතරම් දුක ඇද්ද මේ වගේ පුතෙක් දිහා බලන් ඉන්න.අපි සමාජයක් විදියට කෙතරම් පිරිහිලාද?කෙතරම් දුකක්ද?,NEGATIVE
3645,දියෙහි යන දණ්ඩට - පිහිටක් වෙතත් පෙර සිට දුදනන් හට පිහිට - නොවව් මිනිසුනි කිසි විට,NEGATIVE
3646,ගඩොල් බාගෙකින් ඔලුවට ගහන්න,NEGATIVE
3647,මොහු වතුරේ හිටපුදෙන්.නඩුව විභාග කර මරණීය දණ්ඩනය නියම කරන්න,NEGATIVE
3648,මෙහෙම අපරාධකරුවන්ට මරණ දඩුවම හෝ අවයව ඉවත් කර සමාජ ගත කිරීම නොකළහොත් තවත් කාන්තාවන් මොහුට බිලිවේවි,NEGATIVE
3649,මේ වගේ උන් ලේසියෙන් මැරෙන්නෙ නැති හැටියක්..,NEGATIVE
3650,මිනිසුන් ජීවත් වෙන මානසික පරිසරය තුළ ඔවුන් විවිධ වැරදි දේ කරති.ඒවා නීති විරෝධී හෝ වෙන යම් ඒවා හෝ විය හැක.අපි එවැනි පුද්ගලයින් කෙරෙහි අනුකම්පාව දැක්විය යුතුය. අපි හිතන්නේ මේ වන හැම දේටම ඔවුන් වැරදි බවයි.නැත.මේ සමාජයටද එහි වගකීම යම් තරමක් හෝ අයිති වේ.එවැනි පුද්ගලයින් හට ඔවුන් සතු වගකීම් ගැන අවබෝධයක් අප විසින් ලබා දිය යුතුය. එම පුද්ගලයින් හොද පුද්ගලයින් කර නඅවත මෙම සමාජයට රැගෙන ආ යුතුය.,POSITIVE
3651,බුද්ධිමත් පැහැදිලි කිරීමක්.,POSITIVE
3652,ඔය වගේ එවුන් ගොඩට අරන් පෙති ගහලා පාරට දාන්න ඕනි බල්ලන්ට කන්න.පවු අහිංසක දෙමවුපියන්,NEGATIVE
3653,රණවක මහත්තයා බුද්ධිමත්ව හිතලා තියෙනවා,POSITIVE
3654,සිත්‍රී දූෂකයන්ව බාගෙට මැරෙන්න දෙන්න ඕන....,NEGATIVE
3655,මැරෙනකම් වතුරෙ තියන්න තිබුණෙ...,NEGATIVE
3656,පොලිසියේ වෙඩි උණ්ඩ පත්තුවෙන්නෙත් අහිංසකයන්ට විතරයි,NEGATIVE
3657,රුහුණේ අභිමානය !!!,POSITIVE
3658,කාංචන කුමාර ආරියදාස කියන්නේ මම බොහොම කැමති අගය කරන මාධ්‍ය වේදියෙක්. ඔහු අනික් අය වගේ මයික් එක අල්ලාගෙන එක එක දේශපාලුවෝ පස්සේ යන්නේ නැහැ. ගමටත් රටටත් නිහඬ සේවයක් කරන හොඳ මාධ්‍ය වේදියෙක්,POSITIVE
3659,මේ වගේ දරුවන් මුළු රටටම ආදර්ශයක්,POSITIVE
3660,කාංචන මහත්තයා අවංක පුද්ගලයෙක්.,POSITIVE
3661,ඔබතුමා කල සත් ක්‍රියාව අගය කරමි,POSITIVE
3662,රටේ නම රැක්කාට මාගේ ගෞරවය ඔබ තුමාට..,POSITIVE
3663,මගේ හදවතේ තාමත් විශ්වාසනීයව රැදිලා ඉන්න එකම මිනිසා ඒ මාධ්‍යවේදියා..ඔබ මෙළොවට දායාද කළ මාපිය දෙපළට ගුරුවරුන්ට මගේ ප්‍රණාමය...ඔබට තෙරුවන් සරණයි..!!!,POSITIVE
3664,උත්තමාචාර .,POSITIVE
3665,හොඳ වැඩක් කාංචන මහතා ඔබ කරලා තියෙන්නේ. හොඳ ආදර්ශයක්.,POSITIVE
3666,සැබෑ ශ්‍රී ලාකිකයෙක් ඔබ වැනි අය තමා රටට අවශ්‍ය,POSITIVE
3667,කාංචන රටට ගොඩක් ආඩම්බරයක් ගෙනාව. වැදු අම්මාටයි ජීවත් වන මවු රටට විශාල සේවයක් කරන් ධෛර්ය ලැබේවා,POSITIVE
3668,අවංක කොල්ලෙක් සුභ අනාගතයක්,POSITIVE
3669,එසැන වගේම ඔබත් රටට ආඩම්බරයක්,POSITIVE
3670,අහිංසක දෙමව්පියෝ මුලින් දුන්න අවවාදාදය පිළිගත් පුතෙක්. ස්වභා දහමේ මිතුරෙක් .,POSITIVE
3671,ආඩම්බරයි ..ඔබට හොඳක්ම වේවා,POSITIVE
3672,ඔබ වැනි ශ්‍රී ලාංකිකයන් තව තවත් වැඩි වේවා! ඔබ වැනි අයෙක් ගැන මෙලෙස ප්‍රසිද්දියක් දුන් ලංකාදීප පුවත් පතටත් ගොඩක් ඉස්තුතිය්\,POSITIVE
3673,ඔබ දුරකතනයෙන් මා සම්බන්ධ කරගෙන තිබුනත් අදයි ඇහෙන් දුටුවේ. දුප්පතුන්ට පිහිට වීමට නිතර කැපවෙන ඔබ රටකට. සම්පතක්.,POSITIVE
3674,දඹුලු දෙවියාට ලන්ඩනයේ සුබපැතුම්.,POSITIVE
3675,අවංක මනුස්සයෙක්. රටට ආදර්ශයක්.,POSITIVE
3676,කාංචන රටට ලොකු ආඩම්බරයක් ගෙනාවා. වැදු අම්මාටයි ජීවත්වන මවුරටටයි විශාල සේවයක් කරන්න ඔබට ධෛර්ය ලැබේවා! ඔබට හොඳක්ම වේවායි මම ප්‍රාර්ථනා කරනවා,POSITIVE
3677,හොඳ වැඩක් කාංචන මහතා ඔබ කරලා තියෙන්නේ. හොඳ ආදර්ශයක්,POSITIVE
3678,ඉතාමත් උතුම් ක්‍රියාවක්. ඔබට තෙරුවන් සරණයි!!!,POSITIVE
3679,පළාතේ දුගී ජනතාවගේ හිතසුව පිණිස පෑන මෙහෙය වූ ඔබට අපේ ප්‍රණාමය!,POSITIVE
3680,අද කාලයේ රුපියල් ශත හමුවේ මුලු අාත්මයම පාවාදෙන කාලයක ඔබ අප රටේ කිර්තිය රැකගැනීම පිළිබඳව ඔබට ගොඩක් ස්තුතියි!,POSITIVE
3681,ඔහුගේ උතුම් ක්‍රියාවට ස්තුතියි!,POSITIVE
3682,හදවතේ තාමත් විශ්වාසනීයව රැඳී ඉන්න එකම මිනිසා මේ මාධ්‍යවේදියායි. ඔබ මෙලොවට දායාද කළ මාපිය දෙපළට ගුරුවරුන්ට මගේ ප්‍රණාමය! ඔබට තෙරුවන් සරණයි..!!!,POSITIVE
3683,අති විශිෂ්ටයි,POSITIVE
3684,ඔබ වැනි අවංක මිනිසුන් ලොවේ නැත. .ඔබට බුදු සරණයි,POSITIVE
3685,හොඳ කොල්ලෙක්,POSITIVE
3686,ඔබට ගොඩක් ස්තූතියි!,POSITIVE
3687,ජාත්‍යන්තර මට්ටමට ප්‍රසිද්ධ ඇති විශිෂ්ට ගිහි-පැවිදි පඬිවරුන් හා විද්වතුන් බිහි කළ මේ උතුම් පුරවරයට මොකද මේ වෙන්න යන්නේ..?,NEGATIVE
3688,රටේ නායකයෝ මේවා සතේකටවත් ගණන් නොගනී,NEGATIVE
3689,අවුරුදු දහයක් තිස්සේ රටේ බිහිකළ පාතාලය අද පාලනය කළනොහැකි තත්වයට පත්ව ඇත,NEGATIVE
3690,පෙරේරා සහ සහන්ට කියන්න තියෙන්නේ මෙච්චරයි. ඒ කාලේ මේ විදියට මිනිස්සු මැරුවේ නැහැ. පාතාලයේ අය නම් මර්දනය කළා. දැන් මොනවද වෙන්නේ? හැමදාම කාටහරි වෙඩි තියලා. දැන් හැමදේම පසුගිය රජයට බැර කරලා අත හෝදගන්න එක තමා වෙන්නේ,NEGATIVE
3691,අපේ රටේ පූර්ව ඉතිහාසයේ සිට අද දක්වා තිබෙන්නේ එකිනෙකා මරාගැනීමේ සංකල්පයයි. දේශපාලනයේදී පමණක් නොව සාමාන්‍ය ජීවිතයේදී පවා මෙවැනි දේ සිදුවුණේ මිනිස් ගුණදම් වල ඇති පිරිහීම නිසා. යුරෝපයේ ගොඩක් රටවල් මිනිස් ගුණදහම් අතින් අපිට වඩා ඉහළ මට්ටමකය ඇත්තේ. ගුණ දහම් වලින් පිරුණු මිනිසුන් අතරේ නොමිනිස්කම් වලින් පිරුණු සමහර මිනිස්සු නිසා තමයි මෙබඳු අකටයුතුකම් අපේ රටට එදා සිටම සිද්ධවන්නේ. මිහිඳු හිමියන් බුදු දහමින් රට සැරසුවත් ජාන වලින් එන ඉහත කී විකෘතිතාවය තවම පහවෙලා නැහැ.,NEGATIVE
3692,දෙවියනේ අපේ ලංකාවට මේ මොකක්ද වෙන්න යන්නේ?,NEGATIVE
3693,ටීවී එකේ දවස පුරා චිත්‍රපටි වගේ මිනීමරන හැටි පෙන්නුවා. ඒවායේත් පලවිකාප තමා මේ,NEGATIVE
3694,හැමෝම බුද්ධ වචනය මත පිහිටා වැඩ කරන්නේ නම් මෙවැනි දේ අසන්නට නොලැබෙනු ඇත. රට තුල බුද්ධාගම පිරිහී ඇති බවයි මෙයින් හැඟෙන්නේ. දැන් ඇත්තේ සිංහලයින් පමණි. සිංහල බෞද්ධයින් නොවේ.,NEGATIVE
3695,ලක්සිරි ඉතා හොද කියමනක්.,POSITIVE
3696,යහපාලනයක් කියලා එකක් ආ දවසේ ඉඳලා නැතිකරලා තිබුණ පාතාලය එළියට විත් රිසි සේ සෙල්ලම් දානවා.,NEGATIVE
3697,ඔව්. ඇත්තටම මෙය හොඳ තනතුරක්,POSITIVE
3698,සුසන්තිකා පදක්කමක් ගෙනාවට පස්සේ ආයෙත් කාටවත් බැරිවුණා. ලංකාවේ මිනිස්සු එයාට ගරු කරනවා මදි. රටට ගන්න පුළුවන් සේවය ඇගෙන් ලබාගැනීම වටිනවා. දේශපාලනය නම් අපට වැඩක් නැහැ.,NEGATIVE
3699,සුදුස්සාට සුදුසු තැන ලැබීම ගැන සතුටුයි,POSITIVE
3700,ඉතා හොඳයි. සුබ පැතුම්!,POSITIVE
3701,හදිසියේම සුසන්තිකාව මතක්වුණේ මේ මෑතකදිනේ. මීට කලින්නේ ඕක දෙන්න තිබුණේ. ලෝකේ කිසිම රටකින් ක්‍රීඩා ඇමති ගියේ නැහැ ඔලිම්පික් වලට. එ්ත් අපේ අය ගියා. ඒ ගියෙත් මහජන මුදලින් නේද?,NEGATIVE
3702,මෙය හොඳ තෝරාගැනීමක්,POSITIVE
3703,ඉදිරියටම යන්න. ඔබට සුබ ගමන්!,POSITIVE
3704,හොද වැඩක් . සුසන්තිකා ඔබෙගේ හැකියාවෙන් යමක් කරවී කියල අපි බලාපොරොත්තු වෙනවා.,POSITIVE
3705,කාලයකට පස්සේ අහන්න ලැබුනු හොඳ ආරංචියක්,POSITIVE
3706,මෙයා පහුගිය කාලේ ජනාධිපති තුමාට කියපුව අපිට මතකයි.මොනවා වුණත් හොද දෙයක් මේ ආණ්ඩුවෙන් කළේ,POSITIVE
3707,ඔයා ගොඩක් දක්ෂ කෙනෙක් පෞද්ගලික ජීවිතයත් හොදින් ගතකරන්න තෙරුවන් සරණයි,POSITIVE
3708,ඔබට සුබ අනාගතයක්!,POSITIVE
3709,සුබ අනාගතයක් සුසන්තිකා!,POSITIVE
3710,මෙයාලට මේ භාෂා එකක්වත් තේරෙන්නෙ නැද්ද දන්නෙ නැහැ,NEGATIVE
3711,ටිකට් වල මිල ගණන් සාධාරණ නෑ කියල මට හිතෙනවා .,NEGATIVE
3712,මේ වගේ ටිකට් මිල සූරාගෙන කනවිට සංචාරකයින් පවා ගරු කරන්නේ නැහැ.. මොන හේතුවකට මෙතරම් මුදල් අය කරන්නේ.,NEGATIVE
3713,ලංකාදීපයට ස්තුති මෙවැනි පුවත් පළකිරීම ගැන. දැන්වත් බලධාරීන් සොයාබලා ඉක්මනින් පියවර ගනී කියල හිතනවා.,POSITIVE
3714,කාශ්‍යප රජතුමනි ඔබතුමා තවමත් මේ රටේ ආර්ථිකය ශක්තිමත් කරන්න මුදල් හම්බ කරලා දෙනවා. ඔබතුමාට ගොඩක්ම පින්.,POSITIVE
3715,අපි ඉතුරුවෙලා තිබෙනදේවත් රැකගනිමු,POSITIVE
3716,මේ අය මේ පුවරු දැක දැකම මේවා කරන එක නම් හරි වැරදියි,NEGATIVE
3717,සීගිරිය පමණක් නොවේ. බොහෝ සංචාරක ආකර්ෂණ තැන්වල ඉතාම නින්දිත අයුරින් මුදල් සූරාකනවා. පින්නවල අලි අනාථාගාරයේ අලි ඇතුන් බලාගන්නා උදවිය අලියෙක් සමඟ ඡායාරූපයකට පෙනීසිටීමට එක් වරකට රු 1000 - 2000 ක් පමණ අය කරනවා. ඡායාරූපය ගැනීමෙන් පසුවයි මුදල් ඉල්ලන්නෙ. විදේශීය සංචාරකයන් අසරණ වන අවස්ථා සියැසින් දැකලයි මේ ප්‍රකාශය කරන්නේ. ලංකාවට එන සංචාරකයන් ආපහු හතර මායිමේ එන්නෙ නැති කරන මේ පහත් වැඩ කිසිදු වගකිවයුත්තෙකුගේ නියාමනයෙන් තොරයි.,NEGATIVE
3718,සංචාරකයන්ගෙන් මෙච්චර මුදලක් අයකරලත් හම්බකරන මුදල යටිමඩි නොගහා යකඩ වැටක් හරි වෙන ආරක්ෂක පියවරක් හරි අරන් ඕවා නඩත්තු කරන්න බැරිද? සේවයට යොදවා ඉන්න අය හරියට වැඩ නොකරන බවයි පෙනෙන්නේ!,NEGATIVE
3719,ශ්‍රීලාල්ගේ අදහස හරි. තම රටේ උරුමයන් හා සංස්කෘතිකාංගවල අභිමානය සඳහා විදේශිකයන්ගෙන් අනිවාර්යයෙන් වැඩි මුදලක් අයවිය යුතුමයි. එහෙත් මේක ප්‍රමිතිගත වියයුතුයි. ඒ වගේම නියාමනය වියයුතුයි.,POSITIVE
3720,කාශ්‍යප රජු මේ රාජධානිය හැදුවේ පෙන්නලා විදේශිකයන්ගෙන් මුදල් හම්බ කරන්න නොවේ. එක දහදිය බිඳක් නොහෙලූ අය මේ ගල් පර්වතය පෙන්නා මුදල් හම්බ කරගන්නවා.,NEGATIVE
3721,අදායම තිබිලත් බැරිද මේවා රැකගන්න.,NEGATIVE
3722,දැන් අලුත් පරපුරට අපේ පුරාවස්තු ගැන අගයක් නෑ.,NEGATIVE
3723,ඇයි මේ දේවල් සංරක්ෂණය කරන්නේ නැත්තේ.,NEGATIVE
3724,මම ලෝකේ හැමතැනම ගිහිල්ලා තියනවා. ලංකාව තරම් තම උතුම් වූ ඉපැරණි ශිෂ්ටචාරය වනසන්න වැඩ කරන කිසිම රටක් දැකලා නැහැ. වෙන රටක කළා නම් හිරේ. පුදුම රටක් පුදුම ආණ්ඩුවක්. මම හිතන්නේ රටක මහා ජාතියේ ශිෂ්ටාචාරය අාගම දහම සිතුම් පැතුම් ඉපැරණි චාරිත්‍ර නැති කරලා දාන්න රටක්.,NEGATIVE
3725,ශ්‍රී ලනිපයේ මළගම මෙයින් ආරම්භ වූ වගයි !!,NEGATIVE
3726,ඒ වුනාට හැලෙන්න හෝ හලවන්න තිබුන කිහිප දෙනෙක් තවමත් වවුල්ලු වගේ එල්ලිලා ඉන්න බව නම් පේනවා.,NEGATIVE
3727,රන්ජන් ඔයාගේ අතේ තියෙන්නේ ඔයාගේ චන්දය පමණයි කවුරුත් මුනට එකක් කියල ඇතුලට ගිහින් වෙන කෙනකුට. කතිරේ. ගහනවා නැතිනම් මහින්ද පරදිද පක්ෂය වැඩක්. නැහැ. රටට කරලා. තියෙන හානිය බලන්න පසුගිය ආණ්ඩුවේ. එක. හොර ඇමතිවරයා කුට. චන්දය. දෙන්න. එපා. කළු සුදු බේදය වගේ. මේ පක්ෂ බෙදයත් තුරන් කරන්න ඕන. තමන්ගේ රට. ආරක්ෂා කර ගන්න හැටි මොලේට දෙන්න ඕන හොර දේශ පලුවන් ගෙන් ඔවුන්ට ආත්මයක් නැහැ,NEGATIVE
3728,මම නම් කියන්නේ මේ තේරීම් පක්ෂග්‍රාහීයි,NEGATIVE
3729,සුදුස්සන්ට සුදුසු තැන ලැබෙනවා නම් ඉතින් හොඳයි,POSITIVE
3730,නියම වෙනසක්!! හරිම සතුටුයි,POSITIVE
3731,අනෙක්වා කොහොම වුණත් ඇහැළියගොඩ වෙනස නම් හොඳයි,POSITIVE
3732,මම නම් පළාත් පාලන ඡන්දය අත්අරින්නේ නැහැ. කොහොමහරි ගිහිල්ලා චණ්ඩිකම් කරන රස්තියාදු මන්ත්‍රීවරුන්ට පක්ෂ බේද නොසළකා විරුද්ධව ඡන්දෙ දෙනවා.,NEGATIVE
3733,ශ්‍රීලනිපයේ අවමංගල්‍යය සඳහා මල් වඩම් අනවශ්‍යයයි!,NEGATIVE
3734,රටේ සල්ලි හොරකම් කළ අය වහාම එළවන්න. දුප්පත් අපේ සල්ලි හොරකම් කරලා හැමදාම ලෝකයේ තුන්වෙනි පන්තියේ රටක් කරපු අයට හොඳක් වෙන්න එපා,NEGATIVE
3735,ආර්. වික්‍රම ඒ දෙන්නට අලයක් තරම්වත් මොලයක් තිබුනනං මෙච්චර රටට විනකරපු ආණ්ඩුවට කඩේ යන්නේ නෑ.,NEGATIVE
3736,වෙනසකටත් එක්ක වෙනස් කරපු එක හොදයි.,POSITIVE
3737,මේ කරපු දේ හොදයි.,POSITIVE
3738,දේශපාලනයට ඇයි සුදුසුකම් බලන්නේ නැත්තේ? අඩුගානේ සාපෙළවත්? අනික පාර්ලිමේන්තුවට යන්න නම් අඩුමගානෙ උපාධියක්වත් තියෙන්නේ ඕනෑ. අනික වරදකට පොලිසියක නම ගෑවුණ කෙනෙක්වත් පත්කරගන්න නරකයි. මේවාට ඉතින් අපිමයි වගකියන්න ඕනෑ,NEGATIVE
3739,නිදහස් පක්ෂය ඇතුළේ කිසිම ප්‍රජාතන්ත්‍රවාදයක් නැහැ. පක්ෂය රැකගැනීමක් නොව තමන් රැකෙන්නට යාමක් පමණයි මම නම් දකින්නේ.,NEGATIVE
3740,නියමයි! මේ කපේදී 'අලි බබා සහ හොරු රැළ' ලංකාවේ බලයට එන්නේ නැහැ,POSITIVE
3741,අපිට මේවා අහලා ඇතිවෙලා,NEGATIVE
3742,අනේ තවත් මොකටද ඔයාලගේ කතා?,NEGATIVE
3743,අනේ අපි මොකටද මේවට උත්තර දීලා ලේ පුච්චා ගන්නේ?,NEGATIVE
3744,කතාව ඇත්ත. කොහොමහරි හොරකාපු සල්ලිටික හොයාගත්තොත් ණය උගුලෙන් ගැළවෙන්න පුළුවන් වෙයි,POSITIVE
3745,අධෙර්යයමත් වෙන්න එපා සහෝදරයා ඔයාලගේ සේවය රටට වටිනවා,POSITIVE
3746,ඒ වුනාට 88/89 මැරුණ මිනිස්සු ආපහු නැගිටින්නේ නැනේ.,NEGATIVE
3747,හැමෝගෙම කතාවනම් පංකාදුයි.,POSITIVE
3748,කතාව හරි.,NEGATIVE
3749,දැන් මිනිස්සු බුද්ධිමත් විදියට හිතනවා මහත්තයෝ.,POSITIVE
3750,මෙතැනදී බෙරිහන්දෙනවා එත්.... අදාළ තැනදී ඇහුනේ නැහැ වගේ ඉන්නවා. දැන් ලංකාවම ඔයාල ගැනත් දන්නවා මහත්තයෝ?,NEGATIVE
3751,මෙහේ ඉන්න හොරු කනෙන් රිංගලා යනවනේ.,NEGATIVE
3752,ඔව් ඒක හරි.,POSITIVE
3753,ඔව් ඒක හරි.,POSITIVE
3754,මෙයාගේ ගණන් ගැන මොන කතාද? කට උල් කරලා කියන්නෙම බොරු ගණන්. ජනාධිපතිවරණෙට පෙර කියපු දවසක වියදම් දැන් නැතිනම් ලංකාවේ ණය සේරම ගෙවල. ඔක්කොටම කියන්නේ මත්තල ගුවන් තොටුපොලයි හම්බන්තොට වරායයි හදන්න ගිය වියදම කියල. බැදුම්කර ගැන එහෙම කියනවද?,NEGATIVE
3755,අමාලි .. 88/89 මරුම් කෑවේ අනුර කුමාරලගේ මිනිස්සු. මැරුවේ ඔයාලගේ මිනිස්සු. ඔයාට දෙපැත්ත මාරුවෙන ලෙඩක් එහෙම තියෙනවද?,NEGATIVE
3756,ජයන්ත 88-89 දෙපැත්තේ අයම මැරුම් කැවා. මෙයාල කරපු දේවල් ඕනෑතරම් කියන්න පුළුවන්. මේ ගොල්ලෝ මගේ යාලුවෙකුගේ අයියගේ (එය යුද්ද හමුදාවේ) බිරිඳව මරල පිච්චුව ඒ වෙලාවේ ඒ ගැණු කෙනා ළමයෙක් හම්බු වෙන්නත් හිටියේ. අන්න ඒ වගේ සක්කිලි වැඩ කරපු කට්ටිය තමයි ජේ.වී.පි. කියන්නේ දැන් බයිලා කිව්වට.අපිට ඒවා අමතක වෙන්න අපි මැරිලා ඉප දුනේ නැහැ සහෝදරයා.,NEGATIVE
3757,යන තරමට ජනතාව නම් කැමතිවෙයි,POSITIVE
3758,හුරේ! නියමයිනේ!,POSITIVE
3759,බලයට ඔබ කෑදර නැති බව ක්‍රියාවෙන්ම ඔප්පුකළා,POSITIVE
3760,යන්න අනේ යන්න. ඔයාලා වගේ අයගෙන් අපිට වැඩක් නැහැ,NEGATIVE
3761,යන එක ලොකු දෙයක්. පොඩි අපිට ජයවේවා!,POSITIVE
3762,අද විපක්ෂය වෙනුවෙන් කතාකරන ඔබතුමා ශ්‍රි ලංකාවේ සිටින අනහි දේශපාලකයෙක්. මම කැමතිම බුද්ධිමත් වැදගත් දේශපාලකයෙක්,POSITIVE
3763,අනේ ලොකු දෙයක්.,POSITIVE
3764,මට නම් හරිම සතුටුයි,POSITIVE
3765,කෙලින් තීරණ ගන්න ඒකට මිනිස්සු කැමතියි.,POSITIVE
3766,මේ නවරත්න යන තරමට ඔහේ කැමති වුනාට ජනතාව කැමති වන්නේ නැහැ,NEGATIVE
3767,මෙන්න පිරිසිදු දෙශපාලකයෝ,POSITIVE
3768,නියමයි නේ! දේශ පාලකයෙකු වශයෙන් ඔබ ගත්තු එකම යහපත් තීරණය මෙය විය හැකියි!,POSITIVE
3769,මහින්ද අමාරුවේ දැම්මේ මෙයාලා තමා. අපෝ! වඳින්නම් යන දේවාලයකට යන්න. තවත් පොල්ගෙඩියක් ගහගන්න ආරක්ෂාවට. අර පරණ ගහපු ඒවායේ දොස් මඟහැරේවි. කොහොමද උඩ පැනගෙන ගහපු පොල්වල රඟේ?,NEGATIVE
3770,ඒක හොදයි.,POSITIVE
3771,ඉවත් වුණ එක හොදයි.,POSITIVE
3772,එකවර ඩබල් ගේමක්නේ,NEGATIVE
3773,කපුවගෙන් දෙන්නම කපෝතියි,NEGATIVE
3774,පත්තරවල හැමදාම මේ වගේ දේවල් දකින්න තිබිලත් මේ වගේ ඒවට අහුවෙනවනේ? ශාන්තිකර්මය කෙසේ වෙතත් කර්මයක් නම් කරලා තියෙනවා.,NEGATIVE
3775,කපුවා වගේම මෝඩ ගෑණු අයත් වැරදියි,NEGATIVE
3776,කපුවා කපෝති,NEGATIVE
3777,කපුවා කපෝතිම තමයි,NEGATIVE
3778,මෙදා පාරනම් කපුවා කපෝති,NEGATIVE
3779,මේ මෝඩ කාන්තාවෝ තවත් යනවනේ කපුවෝ ගාවටයි හොර සාදු ලගටයි. හැබැහි ඕකට මේ මාධ්‍යයත් වගකියයුතුයි. මුදලක් හම්බ වෙනවා නම් හොර දැන්වීමක් දාන්න දෙනවා. ඒක දැකල මේ මෝඩ ගැහැණු එයාල ගාවට යනවා. ඔය එකයි දෙකයි එළිවෙන්නෙ. කොයි තරම් යට යන ඒවා ඇද්ද? ලංකාවේ ගැහැණු කවමදාකවත් පාඩමක් ඉගෙන ගන්නේ නැහැ,NEGATIVE
3780,කපුවා කපෝති,NEGATIVE
3781,කපුවා කපෝති.දෙයියෝම සාක්කි බොලන්,NEGATIVE
3782,කපුවාගේ යම් අවයවයක් කපා දමන ලෙස උසාවියෙන් කාරුනික ඉල්ලීමක් කිරීමට අවසර..,NEGATIVE
3783,මේ වගේ මන්දබුද්දිකයෝ ගාවට යන උන්ට මේවා හොද පාඩම්.කපුවා එතනම කපෝති කළා නම් ඉවරනේ,NEGATIVE
3784,කමල් හරි,POSITIVE
3785,මේ වගේ මානසික අසහන කාරයොන්ගේ ... කපාල දාන්න ඕනේ නීතියෙන්.එතකොට ඒවා දදැක්කම අනිත් අසහනකාරයෝ ඉබේටම සුව වෙයි.ලංකාවේ මේවට තියෙන නීති බොහොම ලපටි වැඩි.,NEGATIVE
3786,අපේ ලංකාවේ තවමත් මේ වගේ මෝඩ මිනිස්සු ඉන්න එක ගැන කනගාටු වෙන්න ඕනේ. මන්තරගුරුකම් පස්සේ දුවන මෝඩ මිනිස්සු ඉන්නේ අපේ රටේ විතරයි. මේ හැම දෙයක්ම මේවට මිනිස්සු නොමග යවන ආයතන වගකියන්න ඕනේ. දැන් හාමුදුරු වරු කියාගත්ත කට්ටියකුත් ඉන්නවා .පත්තරයක් ගත්තොත් බලන්න තියෙන්නේ ගුරු කම්. මේවට කිසිම තහනමක් නෑ. මිනිස්සු නොමග යන්නේ මේ වගේ ප්‍රචාරය කරන නිසා. මේ හොරු කරන දේවල් කොතරම් දැක්කත් ඇහුනත් තවමත් අහු වෙනවා. තමන්ගේ මුදලුත් නැති කරගෙන ජිවිතේ වටිනා කමත් නැති කර ගන්නවා. මෝඩ කම,NEGATIVE
3787,දෙයියො හොදට දීල වගේ...,POSITIVE
3788,මන්ත්‍රීලනම් මිනිසු කන්න පටන්ගන්නේ පාර්ලිමේන්තුවට ගිය දවසේ ඉදලානේ. දැන් ප්‍රස්නේ තියෙන්නේ ප්‍රසිදියේම කන්න පටන් අරන්. මේක නම් බයානක දෙයක් මිනි කන්නෝ පාර්ලිමේන්තුවේ කියලා හඩ නගයි,NEGATIVE
3789,හමිමෝ බොහොම භයානක කාලයක් පැමින්නේ. මෙහෙන් මිනිස්සුන්ගේ අවයව හපාකන්න පටන් අරන්. අරෙහෙන් පොළොවත් හෙලවෙනවා.,NEGATIVE
3790,අරයා අගේ ඉදන් කණ කයි. ගෝලයා නහය කයි.,NEGATIVE
3791,පිදුරු ගොඩේ වැටුණ ඉදිකටුවක් හොයනවා වගේ අමාරු වැඩක්.ඔන්න ඔහේ අත ඇරලා දාමු,NEGATIVE
3792,බඩු මිළ හොදටම වැඩි වෙලානේ,NEGATIVE
3793,අපේ නීති පද්ධතියම අප්‍රසන්නයි අපිට නම්,NEGATIVE
3794,දැන්වත් යතාර්ථය තේරුම් ගන්න බැලුවොත් හොඳයි,POSITIVE
3795,ඇප දෙන්න පුලුවන්ද බරපතල වංචාවන්ට? දැන්නම් අපිට අපේ අධිකරණ පද්ධතියම අප්‍රසන්නයි,NEGATIVE
