Id,Text,Class,Filtered_sentence
1350,අපේ රටේ ජනතාවගෙ තියෙන මේ දුර්වලකම හදාගමු නේද මොකද කියන්නෙ මිත්‍යා මත මිත්‍යා විශ්වාස පසුපස යන එක දැන් වත් නතර කරන්න 🙏🙏🙏😌,Religion,අපේ රටේ ජනතාවග තියෙ දුර්වලක හදාග නේද මොක කියන්න මිත්‍ මිත්‍ විෂ්වාස පසුපස එක නතර කර 🙏🙏🙏😌
1351,කුරාණය තහනම් කරන්න නැතහොත් සංශෝධනය කරන්න පේජ් හේතුවාදී හඩ අලුත් පේජ් එකට ලයික් කරමු,Religion,කුරාන තහන කර නැතහ සංෂෝධන කර පේජ හේතුවාද හඩ අලු පේජ එකට ලයි කර
1352,ගෝඨාභය අවොත් රට ඉවරයි – වාසුදේව නානායක්කාර,Political,ගෝටාබ අව රට ඉවර – වාසුදේ නානායක්කාර
1353,සිංහල ක්‍රිකට් විහිලු බලන්න එකතු වන්න,sports,සිංහ ක්‍රිකට විහිල බල එකත ව
1354,අද මහේලවත් ගෙන්නවලු 😥😥,sports,අද මහේල ගෙන්නවල 😥😥
1355,මේක තමයි   වෙන්නේ maxwell අපිට ගහන්න ගතහම,sports,මේක තම වෙ  අපි ගහ ගතහ
1356,ඔයාලට මොකද හිතෙනේ match එකේ අපිට කොටනද වැරදුනේ ,sports,ඔයාල මොක හිතෙන තරග එකේ අපි කොටන වැරදුන
1357,මතකද match එක පටන්ගන කලින් අපේ මූඩ් එක වෙනස් කරපු මේ තුන් කට්ටුවව,sports,මතක තරග එක පටන්ග කල අපේ මූඩ එක වෙනස කර ත කට්ටුව
1358,නදීකා ලක්මාලී ලෝක ශූරතා මලල ක්‍රීඩා තරගාවලියේ අවසන් තරගයකට සුදුසුකම් ලබයි,sports,නදී ලක්මාල ලෝක ෂූරත මලල ක්‍රීඩ තරගාවලි අවස තරගයක සුදුසුක ලබ
1359,රූපේ විතරක් වැඩක් නෑ බන්talent skills තියෙන්ඩත් ඕනේකෝලි වගේ ෆුල් පැකේජ් එකක් වෙන්ඩ ඕනේ,sports,රූප විතර වැඩ බන්  තියෙන්ඩ ඔනේකෝලි වගේ ෆුල පැකේජ එක වෙන්ඩ ඔනේ
1360,ජීවිතයේ ලොකුම පසුතැවිල්ල ගැන ලසිත් හෙළිකරයි malinga මෙවර අයිපීඑල් තරගාවලියේදී ඔබව වෙන්දේසියට ඉදිරිපත් කළේ නැහැ ඒ වෙනුවට නිත්‍ය ක්‍රීඩකයෙකු හැටියට නම් කර කණ්ඩායමට ඇතුළත් කරගෙන තිබෙනවා දැන් මේ සම්බන්ධවත් කටකතාවක් පැතිරෙනවා ඒ තමයි වෙන්දේසියට ඉදිරිපත් කරන්න තරම් දැන් ඔබට ඉල්ලුමක් නැහැ කියන එක,sports,ජීවිත ලොකු පසුතැව ලසි හෙලිකර  මෙවර අයිපීඑල තරගාවලි ඔබව වෙන්දේසිය ඉදිරිප කලේ නැහැ නිත්‍ ක්‍රීඩක හැටිය කර කන්ඩායම ඇතුල කරගෙ තිබෙ සම්බන්ධ කටකතාව පැතිරෙ තම වෙන්දේසිය ඉදිරිප කර තර ඔබට ඉල්ලුම නැහැ කිය එක
1361,🤗🙂නවතම ක්රිකට් පුවත් දැනගන්න අප සමග එක්වන්න😎😍🤗,sports,🤗🙂නවත ක්රිකට පු දැනග අප එක්වන්න😎😍🤗
1362,ඒ බැල්ම ක්‍රිකට් වලට කැමති ඕන කෙනෙක්ව පිස්සෙක් කරනවමන්දනා ❤❤❤❤❤❤,sports,බැල් ක්‍රිකට වලට කැම ඔන කෙනෙක් පිස්ස කරනවමන්ද ❤❤❤❤❤❤
1363,මොන ටීම් එක දිනුවත් මට කමක් නෑමේක මම කාලයක් තිස්සේ දැකපු හීනයක් බං ලංකාවේ ලීග් එකක් ගහනවා දකින එක බීපීඑල් බලද්දිත් කලින් හිතපු දෙයක් බංග්ලාදේශෙටත් පුලුවන් නම් ඇයි ලංකාවට මේක බැරි කියලා කොහොම හරි ඒ හීනෙත් හැබෑ උනා පට්ට සතුටුයි බං❤❤,sports,මොන ට එක දිනු මට කම නෑම මම කාලය තිස්ස දැක හීනය බං ලංක ලීග එක ගහ දකි එක බීපීඑල බලද්දි කල හිත දෙය බංග්ලාදේෂෙ පුලු ලංකාව මේක බැරි කිය කොහො හරි හීනෙ හැබෑ උනා පට් සතුටු බං❤❤
1364,ඒකඒක ඒව නෙවෙයි වැඩ පෙන්නපන් ඉන්දිය ටිමිඑකේ බුබිබරයගේ ඔවරයට   ගහපන්කො ඉස්සෙල්ලා,sports,එකඑක එව නෙවෙ වැඩ පෙන්න ඉන්ද ටිමිඑ බුබිබර ඔවරය ගහපන්ක ඉස්සෙ
1365,Support කරන්නෙ colombo kings එකට මොකා දින්නත් කමක් නෑ මට ලොකු ආසවක් තිබ්බා ලංකවේ ලීග් එකක් ගහනවා බලන්න දැන් එක හැබෑ වෙන්න අත ලග,sports, කරන්න   එකට මො දින්න කම මට ලො අසව තිබ්බ ලංක ලීග එක ගහ බල එක හැබෑ වෙ අත ලග
1366,Ipl වල වගේ LPL jersey වල sponsor නැ වැඩීය,sports, වල වගේ   වල  නැ වැඩ
1367,ක්‍රීඩකයන් පුහුණුවීම් සදහා යොදාගන්නා ජර්සිය 💟,sports,ක්‍රීඩක පුහුනුව සදහ යොදාගන් ජර්ස 💟
1368,ඕකම තමා මැච්වලටත් අදින්නෙ… ඕන්නම් පොඩ්ඩක් වෙනස් වෙයි ස්පොන්සර්ස්ලගෙ නම් එකතු වුනාම,sports,ඔකම තමා මැච්වල අදින්නෙ… ඔන්න පොඩ්ඩ වෙනස වෙ ස්පොන්සර්ස්ලග එකත වුනා
1369,LPL තරගාවලියේ සියලු කණ්ඩායම්වල සංචිත ප්‍රකාශයට පත් කෙරේ,sports, තරගාවලි සියල කන්ඩාය සංචිත ප්‍රකාෂය පත් කෙර
1370,LPL තරගාවලියට මෙතෙක් නම් කර ඇති විදෙස් ක්‍රීඩකයන්  දෙනා මෙන්න ජාත්‍යන්තර ක්‍රිකට් ක්‍රීඩකයින් ද සහභාගී කර ගනිමින් වසර අටකට පසුව මෙරට පවත්ව,sports, තරගාවලිය කර විදෙස ක්‍රීඩක දෙ ජාත්‍යන්තර ක්‍රිකට ක්‍රීඩකය සහබාග කර ගනි වසර අටක පස මෙර පවත්
1371,අපේ සමහරක් උන් හිතන්නෙ ipl ගහන උන් විතරයි වැඩකාරයෝ කියලා අපි ඇෆ්ගන්ලගෙන් කාපු දවසුත් තිබ්බා ඇෆ්ගන්ලා අපිට හොඳ තරග දීපූ දවසුත් තිබ්බා,sports,අපේ සමහර උන් හිතන්න  ගහන උන් විතර වැඩකාර කිය අපි ඇෆ්ගන්ල කා දවසු තිබ්බ ඇෆ්ගන් අපි හොද තරග දීප දවසු තිබ්බ
1372,මෙතන ඉන්න මොන විදෙස් ක්‍රීඩ්කයෙක්වත් අඩුතක්සේරු කරන්න බෑ හොඳ තරගාවලියක් බලාගන්න පුලුවන් වෙයි ❤️,sports,මෙත ඉ මොන විදෙස ක්‍රීඩ්කයෙක් අඩුතක්සේර කර බෑ හොද තරගාවලිය බලාග පුලු වෙ ❤️
1373,මාලිට Lpl එන්නෑ කිව්වම ජොලා ජොලා ගාපු අය Rubelගෙන් original post එකේ ගේම ඉල්ලන අපූරුව 😂😂😂 We are so SriLankans 😁,sports,මාලි  එන්නෑ කිව්ව ජො ජො ගා අය    එකේ ගේම ඉල්ල අපූර 😂😂😂     😁
1374,LPL තරගාවලියට සහභාගි නොවිමට හේතුව Aruna පුවත්පත කළ විමසීමකදී ලසිත් මාලිංග කළ ප්‍රකාශය…,sports, තරගාවලිය සහබාගි නොවිම හේත  පුවත්පත කල විමසීමකද ලසි මාලිංග කල ප්‍රකාෂය…
1375,සොරි අපිට ලීග් ක්‍රිකට් අරන් ආවේ මෙයාලා 💟😍,sports,සොරි අපි ලීග ක්‍රිකට අර අවේ මෙයා 💟😍
1376,ටීම්  ට සුබ පතනවා හොඳ තරග ටිකක් අපිට බලන්න පුළුවන් වෙන්න කියලා ,sports,ට සුබ පත හොද තරග ටික අපි බල පුලු වෙ කිය
1377,පුහුණු සැසියකට්ටිය නැටුම් තරගයක්ද මන්දා😁,sports,පුහ සැසියකට්ට නැට තරගයක් මන්දා😁
1378,LPL තරගාවලියට ක්‍රීඩකයින් අද සිට වැඩ අල්ලයි,sports, තරගාවලිය ක්‍රීඩකය අද වැඩ අල්ල
1379,රිටන් කැච් එකක් ආව දාට තමයි කොත්තිගොඩයට හික් ගෑවෙන්නේ 😂,sports,රිට කැච එක අව දාට තම කොත්තිගොඩය හි ගෑවෙ 😂
1380,කොහොමත් ඒක එහෙමම ඇතිමොකද කිසිම team එකක් පාකිස්තානෙට match එකකට ගියපු නැති කාලෙක අපේ එවුන් බය නැතුව ගිහින් tournmnent එකක්ම ගහලා ආවේ,sports,කොහොම එක එහෙම ඇතිමොක කිසි කන්ඩාය එක පාකිස්තානෙ තරග එකක ගිය නැ කාලෙක අපේ එව බය නැත ගිහ  එකක් ගහ අවේ
1381,නැහැදවසට ඕවර්  ගානේ දවස් ක්,sports,නැහැදවස ඔවර ගාන දවස
1382,ඇයි ටෙස් ගහන උන්ට ට් ගැහුවම පව් සිද්ද වෙනවද 😁😁,sports,ටෙස ගහන උන් ට් ගැහුව පව් සිද් වෙනව 😁😁
1383,LPL T ඔයා බලපු ටෙස්ට් වල overs  ද ගැහුවේ 😂,sports,  ඔයා බල ටෙස්ට වල  ගැහ 😂
1384, bolt අලුත් බෝලෙන් test මැච් ලෙන්ත් බෝල් කරද්දී ඔහොම ඇහුවේ නෑනේ සාන්ත,sports, අලු බෝල  මැච ලෙන් බෝල කර ඔහො ඇහ නෑන සාන්ත
1385,ඕන් ඕන් ආයි තැන් තැන්වලින් ඇහෙන්න ගන්නවා මාලි සුපිරි වැඩ්ඩා බන් බඩ පොඩ්ඩක් තිබ්බට අවුලක් නෑ හොඳේ ඌ බැලන්ස් කරන් සෙල්ලම් කරනවා ගානට අපේ එකානෙ වගේ කතා🙂👍ආයි එන්නෑ කිව්වම ආයි බඩතඩියා නාකි ලොන්තයා ගගා බනිනවා හොඳ කියපු උන්ම😌💔,sports,ඔන් ඔන් තැ තැන ඇහෙ ගන් මාලි සුපිරි වැඩ්ඩ බන් බඩ පොඩ්ඩ තිබ්බ අවුල හොද උ බැලන්ස කර සෙල්ල කර ගාන අපේ එකාන වගේ කතා🙂👍අ එන්නෑ කිව්ව බඩතඩි නා ලොන්ත ගගා බනි හොද කිය උන්ම😌💔
1386,ප්වර් ප්ලේ එකෙයි මිඩ්ල් ඕවර්ස් වලයි හොඳ වැඩක් අරගන්න පුලුවන් 👏,sports,ප්වර ප්ල එකෙ මිඩ්ල ඔවර්ස වල හොද වැඩ අරග පුලු 👏
1387,එයා දානවා මෙයා ගහනවා ඇති ඒ බෝල් වලට සෙල්ලම් කලා කියන්නේ අපේ බෝලස්ලට නතින් ඉතින්,sports,එයා දා මෙ ගහ බෝල වලට සෙල්ල කලා කිය අපේ බෝලස්ල නත
1388,IPL Fail කියන්නෙ LPL වල Highest Wicket Taker වෙයි අටලෝදහම ප්‍රෙන් අටලෝදහම 😉❤,sports,  කියන්න  වල  කඩුල් ටේකර වෙ අටලෝදහ ප්‍ර අටලෝදහ 😉❤
1389,ඊයේ දවසේ අප්ඩේට් කර තිබූ Galle Gladiators ෆේස්බුක් පිටුවේ කවර් පිංතූරයේ ලසිත් මාලිංගව දක්වා ඇත 👀,sports,ඉයේ දවස අප්ඩේට කර තිබ   ෆේස්බු පිට කවර පිංතූර ලසි මාලිංග ඇත 👀
1390,කාවුද දන්නෙ දැන් පන දාගෙන practice කරනවද කියල😅😍😘🇱🇰💥,sports,කාවු දන්න පන දාගෙ  කරනව කියල😅😍😘🇱🇰💥
1391,මටනම් හිතෙන්නම මාලින්ගයා මැදදි හරි සෙට් වෙයි කියලා ටීම් එකට 😂,sports,මටන හිතෙන්න මාලින්ග මැදදි හරි සෙට වෙ කිය ට එකට 😂
1392,ඔතන ඇත්තටම මාලිංග කියල කෙනෙක් නෑ මාලිංග කියන්නෙ හෙලවෙන මනසට 😌,sports,ඔතන ඇත්තට මාලිංග කිය කෙන මාලිංග කියන්න හෙලවෙ මනස 😌
1393,අවුරුදු ගානක් රටට සෙල්ලම් කරාරටට දිනුම් ගෙනාවාරටේ නම ලෝකෙ වටේ තිබ්බ ලීග් වලට ගෙනි යැව්වාතමන්ගේ රටෙත් සුපිරි ලීග් එකක් ඕන කීවා,sports,අවුරුද ගාන රටට සෙල්ල කරාරට දින ගෙනාවාරට නම ලෝක වටේ තිබ්බ ලීග වලට ගෙ යැව්වාතම රටෙ සුපිරි ලීග එක ඔන කී
1394,ipl නිසා සල්ලි පෙරේතයා කියලා උගෙ රටේම උන් උට බැන්නාකකුලෙ ඉන්ජරි ආවාරටින් කසිම සහයෝගයක් රුපියලක් දුන්නෙ නෑමාලි තනියම නැගිට්ටා,sports, සල්ලි පෙරේත කිය උගෙ රටේ උන් උට බැන්නාකකුල ඉන්ජරි අවාරට කසි සහයෝගය රුපියල දුන්න නෑමාලි තනිය නැගිට්ට
1395,දැන් මාලිංග ඉදියත් එකයි නැතත් එකයි😐😂 එපා වෙලා ඉවරයි😂,sports,මාලිංග ඉදි එක නැ එකයි😐😂 එපා වෙ ඉවරයි😂
1396,මට හිතෙන්නේ මෙතන තියෙන්නේ නායකත්වයේ ප්‍රශ්නයක් WC එකට කලින් වගේ ,sports,මට හිතෙ මෙත තියෙ නායකත්ව ප්‍රෂ්නය  එකට කල වගේ
1397,කුසල් මානසිකව වට්ටන්න හදනවද දන්නෑ 😁🤭,sports,කුසල මානසික වට්ට හදනව දන්නෑ 😁🤭
1398,මෙහෙමයි මුලින් එන්නේ නැ කියලා කියනවා එතකොට අනිත් ටීම් මාලිංග ගෙ යෝකර් වලට practice කරන්නේ නැ ඊට පස්සේ tournament මැදදී එකපාරටම ඇවිල්ලා surprise කරනවා,sports,මෙහෙම මුල එ නැ කිය කිය එතකො අනි ට මාලිංග ගෙ යෝකර වලට  කර නැ ඉට පස්ස තරගාවල මැදද එකපාරට ඇවි  කර
1399,මාලිංග යනු බැහැගෙන යන ඉරක් යඔහුගේ අවස්ථාව අලුත් කොල්ලෙක්ට දුන්නොත් අලුත් බලාපොරොත්තු වක් තියා ගන්න පුළුවන්,sports,මාලිංග යනු බැහැගෙ ඉර යඔහු අවස්ථා අලු කොල්ලෙක් දුන්න අලු බලාපොරොත්ත වක් ති ග පුලු
1400,දැන්ම ඉදන් පුහුණු උනොත්  ipl ගහගන්න බැරි වෙන එකක් නෑ මාලි අද ඉදන්ම වැඩේට බහිමු😁😂,sports,දැන් ඉද පුහ උන  ගහග බැරි එක මාලි අද ඉදන් වැඩේ බහිමු😁😂
1401,ලන්කාවේ ක්‍රිකට් වැටිලා තියෙන මේ වෙලාවෙ LPL එක හරහා යම් උත්තේජනයක් ලැබිල තියෙනවාඒක උපරිමයෙන් ලබාගන්න හිටපු අපේ ක්‍රීඩකයන් බොක්කෙන් සපෝට් කරන්න ඕන වෙලාවක් මේක ,sports,ලන්ක ක්‍රිකට වැට තියෙ වෙලාව  එක හරහ යම් උත්තේජනය ලැබ තියෙනවාඑක උපරිම ලබාග හිට අපේ ක්‍රීඩක බොක් සපෝට කර ඔන වෙලාව මේක
1402,වචනේ පරිසමාප්ත අර්ථයෙන්ම ලෙජන්ඩ් කෙනෙක්හැමවෙලේම ශ්‍රී ලන්කන් ක්‍රිකට් එක්ක ඉන්න ආස කෙනෙක්සනත්ගේ official page එකෙනුත් LPL එකට wish කරලා තිබ්බා,sports,වචන පරිසමාප්ත අර්ථයෙන් ලෙජන්ඩ කෙනෙක්හැමවෙලේ ලන්ක ක්‍රිකට එක්ක ඉ අස කෙනෙක්සනත්   එකෙනු  එකට  කර තිබ්බ
1403,තාමත් ලංකාවේ ක්‍රිකට් වැටෙන්න දෙන්නැතුව රැකගන්න හදන අපෙව් මිනිහෙක්❤️,sports,තාම ලංක ක්‍රිකට වැටෙ දෙන්නැත රැකග හදන අපෙ මිනිහෙක්❤️
1404,කොටුව ඇතුලෙ කොටුව එළියෙ ගේමෙදිදින්නමපැරදුනාම අපේ උන් කතාවෙන Talk බලන්න,sports,කොට ඇතුල කොට එලිය ගේමෙදිදින්නමපැරදුනා අපේ උන් කතාවෙ  බල
1405,අපෙත් ටීම් එකක් දාල මැච් එකක් ගහමුකො බන්න්න්න්,sports,අපෙ ට එක දාල මැච එක ගහමුක බන්න්න්
1406,මචන්ලා සර්විස් කරන්න ඇවිත් බෝලේ උඩදානවා නමුත් සර්විස් දාන්නෙ නෑ බෝලේ කෙලින්ම කෝඩ් එක ඇතුළට වැටෙනවා ආපහු ඇහිදලා බෝලේ ආයෙත් සර්විස් දාන්න පුලුවන්ද  නැත්තම් ඒක ෆව්ල්ද,sports,මචන් සර්විස කර ඇවි බෝල උඩදා සර්විස දාන්න බෝල කෙලින් කෝඩ එක ඇතුල වැටෙ අප ඇහිද බෝල අයෙ සර්විස දා පුලුවන් නැත්ත එක ෆව්ල්
1407,එහා පිලට ලකුනක්ද එහෙම එකපාර නොදා හිටියොත් දැන් වොලිබෝල් නීති වෙනසක් වෙලාද,sports,එහා පිල ලකුනක් එහෙ එකපාර නොද හිටිය වොලිබෝල නී වෙනස වෙලා
1408,ආදරය විනොදය සතුට මිත්‍රත්වය හැමදාමත් වොලිබෝල් වල තිබුණ,sports,අදර විනොද සතු මිත්‍රත්ව හැමදාම වොලිබෝල වල තිබ
1409,අදිනකොට ඇදිල හැදෙන තැන් අත පය හතර සෙට් නම් ගේම ගහගන්න පුළුවන් බන්,sports,අදිනකො ඇද හැදෙ තැ අත පය හතර සෙට ගේම ගහග පුලු බන්
1410,හවස් වෙලා සෙල්ලම් කරෙ නැත්තම් උන වගේ,sports,හවස වෙ සෙල්ල කරෙ නැත්ත උන වගේ
1411,මම ඔකට ඇබ්බැහි වේද්දි මට අවුරුදු  ඉස්සර මම බෝල එහිලුව දැන් බෝල උඩ දනවා අදරේයි මේකට ගෝඩක් ♥️,sports,මම ඔකට ඇබ්බැ වේද්දි මට අවුරුද ඉස්සර මම බෝල එහිල බෝල උඩ ද අදරේ මේක ගෝඩ ♥️
1412,Out door ගහලා ගහලා indoor මැච් එකක් සෙට් උනාම අමු පිස්සෙක් වෙන්නේ මම විතරද 😍,sports,  ගහ ගහ ගෘහස්ථ මැච එක සෙට උනා අමු පිස්ස වෙ මම විතර 😍
1413,කැපවීම  උනන්දුව තිබේනම් වොලිබෝල් එකෙන්ම 👊👊❤🇱🇰,sports,කැපවී උනන්ද තිබේන වොලිබෝල එකෙන් 👊👊❤🇱🇰
1414,මචන්ලා මෙමෙ රූපයේ කඩ ඉරි වලින් ඇති ප්‍රදේශයේ සිට පන්දු පිරිනැමීම සේවිස් දාන්න පුලුවන්ද  පැහැදිලි පිලිතුරක් 😊,sports,මචන් මෙම රූප කඩ ඉරි  ප්‍රදේෂ පන්ද පිරිනැමී සේවිස දා පුලුවන් පැහැද පිලිතුර 😊
1415,අනිත් අය සෙල්ලම් කරන දිහා බලගෙන විදෙවුව තැනුත් නැතුවාම නෙවෙයිMY LOVE MY HART MY LIFE ❤️❤️😘😘 වොලිබෝල් 😘😘❤️❤️,sports,අනි අය සෙල්ල කරන දිහ බලගෙ විදෙව තැනු නැතුවා නෙවෙයි අදර     ❤️❤️😘😘 වොලිබෝල 😘😘❤️❤️
1416,වොලිබෝල් කියන්නෙ ක්‍රිඩාවක් නෙමේ ආගමක්,sports,වොලිබෝල කියන්න ක්‍රිඩාව නෙ අගම
1417,වයසට ගියත් හවසට කොල්ලො එක්ක වොලිබෝල්,sports,වයස ගි හවස කොල්ල එක්ක වොලිබෝල
1418,ලංකාවේ ඉන්නව මීට වඩා වයසක වැඩ්ඩො මිරිහනෙදි ග්‍රවුන්ඩ් එකේ හවසට බලන්ඩෝ,sports,ලංක ඉන්න මීට වයසක වැඩ්ඩ මිරිහනෙදි ග්‍රවුන්ඩ එකේ හවස බලන්ඩ
1419,Football ගහන්න ඕන උන් වොලිබෝල් ගහද්දි,sports, ගහ ඔන උන් වොලිබෝල ගහද්දි
1420,මදැයි😡 කෝර්ඩ් එකත් අලුනතන් හදලා අලුතෙන් බෝල දෙකකුත් ගෙනාවා විතරයි මුළු දවසම වහිනවා😞😡,sports,මදැයි😡 කෝර්ඩ එක අලුනත හද අලුත බෝල දෙකකු ගෙන විතර මුල දවස වහිනවා😞😡
1421, ක් සෙල්ලම් කරනව විනිසුරුවො බුදිපස්සෙ දන්නෙ,sports,සෙල්ල කරන විනිසුරුව බුදිපස්ස දන්න
1422, දශකය සුන්දර වොලිබෝල්,sports,දෂක සුන්දර වොලිබෝල
1423,ජාතික කණ්ඩයමෙ අද පුහුනුකරු චන්න සමන්සිරි,sports,ජාතික කන්ඩයම අද පුහුනුකර ච සමන්සිරි
1424,ඒ කාලෙ ලංකාව පුරා දස්කම්පෙන්නපු අයඅද ජාතිකපුහුණුකරුවොගුරුවරු වෙලා එයාල,sports,කාල ලංකා පුර දස්කම්පෙන්න අයඅ ජාතිකපුහුනුකරුවොගුරු වෙ එයා
1425,සෙල්ලම් කරන්න තැනක් නැතුව කනත්තෙත් සෙල්ලම් කලා 😕,sports,සෙල්ල කර තැන නැත කනත්තෙ සෙල්ල කලා 😕
1426,අඩෝහ්හ් මන් වොලිබෝල් ගහන්නෑ ඒත් කමෙන්ට් බලද්දි මොකක්ද් වගේ😁😅😅,sports,අඩෝහ්හ මන් වොලිබෝල ගහන්නෑ එත් කමෙන්ට බලද්දි මොකක්ද වගේ😁😅😅
1427,Middl attacker can back attack and hight attack too 👊❤️❤️කුයික හයි සහ බැක් ඇටෑක් ගහද්දි 👊👊,sports, ප්‍රහාරක   ප්රහාර   ප්රහාර  👊❤️❤️කුයික හයි බැ ඇටෑ ගහද්දි 👊👊
1428,ලන්කාවෙ වොලිබෝල් ප්‍රදානම ආයතනයෙන් සිලෙක්ශන් වලදි බලු වැඩ කරාට මට වොලිබෝල් නිසා හරි ගියා ❤️🙏🙏🙏🙏🙏,sports,ලන්කාව වොලිබෝල ප්‍රදාන අයතන සිලෙක්ෂ වලදි බලු වැඩ කරා මට වොලිබෝල හරි ගි ❤️🙏🙏🙏🙏🙏
1429,Powerfull spike ශ්‍රී ලංකන් අපේ කොල්ලොඔය නිශිදව උඩදාගෙන ඉන්න උන් බලපල්ලඅපේ උනුත් දක්ශයිබන් එකෙන්ම 🇱🇰👊🇱🇰❤️,sports,  ලංක අපේ කොල්ලොඔ නිෂිද උඩදාගෙ ඉ උන් බලපල්ලඅප උනු දක්ෂයිබ එකෙන් 🇱🇰👊🇱🇰❤️
1430,😲 අම්මෝ ඒ පැනිල්ල කොහොමද ගමේ කොල්ලෝ Spikers Training,sports,😲 අම්ම පැන කොහොම ගමේ කොල්ල ස්පිකර්ස පුහුන
1431,අනිත් ටීම් එක ප්‍රබලනම් මාගේ උපාය උපරිම උත්සහා කරලා නෙට් ගහාන වෙලාට එහා පැත්තේ සෙටාට පුරෝලා ඔලුවට එකක් දෙන එක මොලේ හෙල්ලුනම සෙට් දෙකක් යනකන් අපිට නතින් සෙටා බුල,sports,අනි ට එක ප්‍රබලන ම උපා උපරි උත්සහ කර නෙට ගහා වෙලා එහා පැත්ත සෙටා පුරෝ ඔලුව එක දෙන එක මොල හෙල්ලුන සෙට දෙක යනක අපි නත සෙට බුල
1432,එලියෙන් ලස්සන නන්ගියෙක් හිට්ටුවත් ඇති එදාට කොහේ තියන පාරවල්ද කොහෙ තියන ජම්ප් එකක්ද මන්දා යන්නේ උන්ට ගහාලම මහාන්සී බෝලේ උඩ දාන දැමිල්ලට,sports,එලි ලස්ස නන්ගිය හිට්ටු එදා කොහ තිය පාරවල් කොහ තිය ජම්ප එකක් මන්ද ය උන් ගහාල මහාන්ස බෝල උඩ දාන දැමිල්ල
1433,Akila Jayasundara දැන්වත් රට වෙනුවෙන් සෙල්ල්ම් කරපන්මන් දන්නවා උබ හිටියන්ම් ලංකාවට අද ගොඩක් ඉස්සරහට යන්න තිබ්බා,sports,  දැන් රට සෙල්ල් කරපන්ම දන් උබ හිටියන් ලංකාව අද ගොඩ ඉස්සරහ ය තිබ්බ
1434,සුහද ක්‍රීඩා සමාජෙකොල්ලො හදාගෙන එන ගමනක්,sports,සුහ ක්‍රීඩ සමාජෙකොල්ල හදාගෙ එන ගමන
1435,සැබෑ ක්‍රීඩකයන් යනු,sports,සැබෑ ක්‍රීඩක යනු
1436, ඉතාලියට එලන් ගහපු සෙට්  ෆයිනල් 😂😂😂😂😂🇯🇲,sports,ඉතාලිය එල ගහ සෙට ෆයිනල 😂😂😂😂😂🇯🇲
1437,දවිසමර Vs ධම්මිස්සර  DSI Final n පහළ,sports,දවිසමර  ධම්මිස්සර  අවසා  පහල
1438,එක සෙට් එකයි හම්බුනේ රන්කුසලාන  න් පහල අවසන් නා යුනයිටඩ් සහ වෙන් ජෝශප්වාස්,sports,එක සෙට එක හම්බුන රන්කුසලා න් පහල අවස නා යුනයිටඩ  ජෝෂප්වාස
1439,රන්කුසලාන  න් පහල අවසන් නා යුනයිටඩ් සහ වෙන් ජෝශප්වාස්,sports,රන්කුසලා න් පහල අවස නා යුනයිටඩ  ජෝෂප්වාස
1440,DSI  Final Match    දෙකටන පද්මවතී වි vs  රුවන්වැල්ල රාජසිංහ වි,sports, අවසා තරග දෙකට පද්මවත වි  රුවන්වැල් රාජසිංහ වි
1441,අනාගතයේ හොද ක්‍රීඩකයෙක් බිහිවෙයි,sports,අනාගත හොද ක්‍රීඩකය බිහිවෙ
1442,කාලයක් නම් best lefthanded attackerතාමත් ආදරෙයිආසයි…,sports,කාලය   තාම අදරෙයිඅසයි…
1443,මාරුවට සෙල්ලම් karanwa,sports,මාරුව සෙල්ල 
1444,අපිව නම් අහුවුනා ඕයි😕 ඩිෆ් දහයගානෙ ගැස්සුවා🤫,sports,අපි අහුවු ඔයි😕 ඩිෆ දහයගාන ගැස්සුවා🤫
1445,රන්කුසලාන ෆයිනල් 😂,sports,රන්කුසලා ෆයිනල 😂
1446,වොලිබෝල් ගහන අය බාස්කට්බෝල ගහන්න ගියාම 👌💪💪💪💪,sports,වොලිබෝල ගහන අය බාස්කට්බෝ ගහ ගියා 👌💪💪💪💪
1447,අත් දෙකට බුදු සරන ඇති මොකක්ද වොලිබෝල් එක වගේ සොෆ්ට් නැහැනෙ බාස්කට් බෝල් එක😂😂😂,sports,අත් දෙක බුද සරන මොකක් වොලිබෝල එක වගේ සොෆ්ට නැහැන බාස්කට බෝල එක😂😂😂
1448,Tharindu Ananda උබට මතකද අපි youth tournament එකක නෙට් බෝල් ගැහුවා 💪🔥,sports,  උබට මතක අපි තර තරගාවල එකක නෙට බෝල ගැ 💪🔥
1449,වොලි බොල් ගහන්න ආස එඋන් බස්කට් බොල් සෙල්ලම් කරම ඔහොම වෙනවා ගනන් ගන්නෙප,sports,වොලි බොල ගහ අස එඋ බස්කට බොල සෙල්ල කරම ඔහො වෙ ගන ගන්නෙප
1450,ඒ අත් වලට වොලොබෝල් පිහිටයීඉස්සර මුල් කාලේ අත් ෆිට් වෙන්න කියලා අපිටත් දීලා තියනවා ඔකෙන් සෙල්ලම් කරන්නවේදනාව මතක් උනා😂,sports,අත් වලට වොලොබෝල පිහිටයීඉස්සර මුල කාල අත් ෆිට වෙ කිය අපි දී තිය ඔ සෙල්ල කරන්නවේදනා මත උනා😂
1451,වොලිබෝල්ක්‍රීඩාව ප්‍රගුණ කරන්නට සටහන් අයිතිය,sports,වොලිබෝල්ක්‍රීඩා ප්‍රග කරන්න සටහ අයිත
