Text,Class
"""ආණ්ඩුවේ හිතමිත්‍රාදීන් පවසන ආකාරයට සීනි වංචාවෙන් පාඩුවක් නොවූයේද? """,Political
"""ජාතික ආර්ථිකය නග්ගලා ගන්න කියලා සීනිවලට ගහපු රු.50 බද්ද හිටි හැටියේ ශත 25ක් වූයේ ඇයි? එය ජාතික ආර්ථිකය උඩුයටිකුරු කරන්නක් නොවේද?""",Political
"""සීනි හොරා ...රාජපක්ෂලා යනු උපන්ගෙයි හොරැන් ය..🙏🙏😡""",Political
"""සීනි වංචාව හෙලිවීමත් සමග ඇමිතිවරැන්ගේ හොර අඹුවන් රෙදි නැතිව මඩ සමග එළියට ...🐄🐄🐄""",Political
"""Gayani Manjula Wedage දන්න තරමින් අක්කා දේශපාලකයන්ට කඩේ යන එක එකාගේ හොර අඹුවක් නෙවෙයි. මෙහෙම පේජ් කරන මිනිස්සුන්ට අපහාස කරන අය වෙනුවෙන් ගන්න පුළුවන් හොදම පියවර ගන්න අක්කේ. මොකද මේක පුංචි අපහාසයක් නම් නෙවෙයි""",Political
"""අපි රැවටුනා ..නීතිය නවලා විදෙස් තහනම ඉවත් කරපු ඒවා අපිට අමතකයි හොදේ...😂😂😂""",Political
"""කප්පම් නොගෙවන නිසා ලාංකිකයන් ට ලංකාවට එන්න ඉඩ නොදෙන  මුං සහ මුංට බලය දුන්න රාජපක්ෂලා මිනිසුන් ද...සතුන් ද..?  නුඹලා ට සාප වේවා ..!!!""",Political
"""රටට ආදරය ඇති නායකයෙක් රටට අවශ්‍යව ඇත...👌🙏✊""",Political
"""බොරැවෙන් හම්බන්තොට ජනතාව ඇන්ද වූ  වියත්මගේ  නල්ල මලේ දොස්තර  ...😡🙏😂""",Political
"""Gotabaya Rajapaksa ජනාධිපතිතුමණි ඔබතුමා රටක් පාලනය කරන්න තියා ගමේ මරණාධාර සමිතියේ සභාපතිකමටවත් සුදුසු නෑ කියලා ඔප්පු කරලා ඉවරයි.""",Political
"""අනේ නිස්සංක දන්න දේශපලනේ....""",Political
"""අපරාදේ කමල් ගූරත්න ආරක්ෂක ලේකම් කරන්න තිබුනේ😁😁""",Political
"""යහපාලනය කාලේ කැලේ අපි මේ සුද්ද කරනවා.උන් ගහක් වත් හිටවලා නෑ ඒ කාලේ😱""",Political
"""දැන් ඒ දේශප්‍රේමී සෙට් එකට නින්ද ගිහින් නේ😂😂""",Political
"""සහරානුත් සැහැල්ලු ගුවන් යානාවලින් අත්හදා බැලීම් කළා. 🤣🤣🤣 ආරක්ෂාව කියන දේ බලන්න ඕන ඔක්කොටම කලින්""",Political
"""අගමැති තුමා හරක්වත් රැවට්ටුවේ මරන්නේ නෑ කියලා 😱😱""",Political
"""අපරාදේ අපිට මුලින්ම හමුදාපති ජනාධිපති කර ගන්න තිබුණේ ...🙏🙏🙏""",Political
"""සිරා හොඳයිනෙ.සිරා වැඩ පුලුවන් මිනිහෙක් හමුදාපති කරලා හරි තියෙනවා.""",Political
"""පඹයෙක් ට චන්දේ දුන්නම ඔහොම දේවල් වත් නවත්තන්න බෑ😁😁""",Political
"""අඩරට නීති.පහතරට නීති, තේවසලාමේ නීති..මුස්ලිම් නීති ඔක්කොම අයින් කරල එකක් ගේන්ඩ ඕන..""",Political
"""අගමැති ඔය විශය බාරව උන්නෙ නැහැ . මහ බැන්කු හොරකම නම් රනිල් වග කියන්න ඕනා නමුත් පාස්කු ප්‍රහාරයට රනිල් වග කිව යුත්තේ කුමක් නිසාද?""",Political
"""කෝ සද්දයක් දාමු නේද දේශප්‍රේමී සලු පොරවන් ඉන්න අය""",Political
"""හදුන්නෙත්ති ට විරැද්ධව නඩු දාන්න කොමිසමක් දාවි හෙටම...සර් එහෙමයි...😂😂😡""",Political
"""රෙන්න නැතත් මොකද අපි රාජපක්ෂලා ට හීලා වුනු යක්කු බොලව්😍😍""",Political
"""කිසිවකුට හෝ පණ පිටින් රහත් විය හැකි ද?""",Religion
"""ශ්‍රේෂ්ඨ බෞද්ධ රාජ්‍ය ක් වශයෙන් උදම් අනන අපේ රටේ කඳ සුරිඳු මංගල්‍යය මෙතරම් උලුප්පා  (ඇසල පෝයටත් ඉහළින්) දක්වන්නේ ඇයි?""",Religion
"""ආගමේ හැටි ඔහොම තමයි""",Religion
"""රාජපක්ෂ සහෝදර සමාගම ඉදිරියේ කෝටි ප්‍රකෝටි ගනනක ණය දිගේලි කරා..ඉස්මුරුත්තාව හැදෙනකම් රට කාබාසීනියා කරමින් හරි හම්බ කරගත් ධනස්ඛන්ධය තම තමන්ගේ සහචරයින් ගෙ නමින් ලොව පුරා ගිණුම් ආරම්භ කළේ සක්කරයගෙ පුතා වයිමටවත් මාට්ටු නොවෙන්නයි..""",Political
"""පාස්කු ප්‍රහාරය ගෝඨාගේ වැඩක්....  සහරාන්ට පඩි ගෙවලා තියෙන්නෙ රාජපක්ෂලා...  කෙහෙළිය අනාවරණය කරයි.""",Political
"""ඡන්දය නොදුන්නට කමක් නෑ.. මේ කතාව හොඳට අහල බලන්න. ඔබට එය වැදගත් වේවි..\"" - දර්ශන හඳුන්ගොඩ""",Political
"""ඔබේ වටිනා ඡන්ද අපතේ යවන එක මහා අපරාධයක්""",Political
"""විල්පත්තුව රැක්කාය,ආගම ජාතිය රැක්කාය කියන උන් බැසිල්ගෙ කටින්ම අහගනිල්ල. මුස්ලිම් පල්ලි 240 හදල,විල්පත්තුව බදුර්දීන්ට සින්නකර දුන්න.""",Religion
"""බෞද්ධ කියාගත්තු උං චිකන් අඩු ගිලින ගමං, මුස්ලිම් අය හරක් මරන එක හෙලා දකිනෝළු. ඉදකින්වත්  බලපිය තොපි රෙදි ඇදගෙනද ඉන්නේ කියලා😡""",Religion
"""ගෝඨාභය රට හදනවනම්, ඒ උඹෙත් මගෙත් රට ඒකට අකුල් හෙලන රනිල් මහින්ද දෙපළ විනාස කරන එක NPP අපේ වගකීම විතරක් නෙවෙයි උඹෙත් වගකීමක් සහෝ🌺""",Political
"""#තොපි_ඔය_ධර්මය_අනුගමනය_කරන_හැටිද😠😠😠😠""",Religion
"""😂 #වැඩ_කොලන_අපේ_විලුවා 😂#මව්_බිමට_හෙමින්_කෙලිනා😂""",Political
"""""අහගනිල්ලා රටේ ඉතිහාසය .පරබල්ලෝ කෑවා මෙ රට😬""",Racist
"""#ආගම_ජාතිය විතරක්යැයි බොම්බයි ලූණුත් අනතුරේ බොල,කට පියං හිටු😂😂😂😂""",Religion
"""රංජන්ගේ 123000ක දුරකථන සංවාද වලින්, ජෙප්පෙක්ගේ කොන්ද පන ඇතිව කෙලින් කතා කරන දුරකථන සංවාදයක්😍😍😍😍""",Political
"""සෑම ආණ්ඩුවක්ම අනුගමනය කරපු ප්‍රතිපත්තියමයි මේ ආණ්ඩුව අනුගමනය කරන්නෙත් - කුමාර් ගුණරත්නම් 'ගම්පහට සතියක්' මැයෙන් පෙරටුගාමී සමාජවාදී පක්ෂය සංවිධානය කළ ජනතා දැනුවත් කිරීමේ වැඩසටහනේ 2020.02.12 දින ගම්පහ නගරයේ ජනතාව මුණගැසෙමින් පක්ෂයේ ප්‍රධාන ලේකම් කුමාර් ගුණරත්නම් සහෝදරයා දැක්වූ අදහස්...""",Political
"ජෙවිපේ හොදම අරටුව තමයි ගැලවී ගිය පෙරටුගාමි සමාජවාදි පක්ෂය \  -උවිඳු විජේවීර-""",Political
"""ඇමති පාඨලී ගැන හිටපු අැමති වෙල්ගම කියයි.""",Political
"""පාඨලි අමාත්‍යාංශ ගොඩදාපු හැටි වාසු කියයි.""",Political
"""...මහින්ද රාජපක්ෂ චීනයට සින්නකරව ඉඩම් දුන් බව බන්දුල පිළිගනී....""",Political
"""කොළඹ ඉදිවන වරාය නගරයේ ඉඩම් සින්නකරව චීනයට ලබාදීමට පැවති මහින්ද රාජපක්ෂ රජය පියවර ගෙන තිබූ බව පාර්ලිමේන්තු මන්ත්‍රී බන්දුල ගුණවර්ධන මහතා අද පිළිගත්තා.  ඒ මහින්ද රාජපක්ෂ රජය සහ චීනය අත්සන් කළ ගිවිසුම මාධ්‍යවේදියෙකු විසින් ඔහු වෙත ලබාදීමෙන් අනතුරුවයි.  කෙසේ වෙතත් බන්දුල ගුණවර්ධන මහතා පසුගිය සතියේ පැවති මාධ්‍යහමුවේදී ප්‍රකාශ කළේ මහින්ද රාජපක්ෂ රජය කිසිඳු ඉඩමක් සින්නකරව චීනයට ලබා නොදුන් බවයි.""",Political
"""අද කියුබානු වෛද්‍යවරුන් එය සැබෑවක් කරමින් සිටී.සමාජවාදය යනු සරලවම මනුෂ්‍යත්වය බව ඔප්පු කරමින් ඉතාලියට සිය වෛද්‍ය කණ්ඩායම් යවා ඇත.චීනයටද වෛරසයෙන් ගොඩයාමට උදව් කලේ කියුබානු වෛද්‍යවරුන්ය…""",Racist
"""කොරෝනා වෛරසය වැලදූ පුද්ගලයන් සිටි මගී නෞකාවද සියලු රටවල් ප්‍රතික්ෂේප කරද්දී කියුබාව විසින් නිරෝධායන කටයුතු සදහා ගෙන්වා ගන්නා ලදී. මේ සියල්ල කරන්නේ ඔවුන්ගේ එකදු කොරෝනා රෝගියෙකු හෝ නොසිටින අවස්තාවකදීය.. මනුෂ්‍යත්වයේ ඉහළම සාධකය සමාජවාදයද යන්න විශාල පැනයක් අප ඉදිරියේ මැවෙයි.. Dark cats.""",Racist
"""බුද්ධාගමේ තියරි හැර....""",Religion
"""රාගම පෙදෙශයේ සමුර්ධි නිලධාරීන්ගේ චන්ඩි කම් කොහොමද..මේ අසරණ මිනිසුන්ට ඇයි මෙහෙම කරන්නේ මේ අවස්ථාවේදී මෙහෙම කරන්න හොඳ නෑ නේද ජනාධිපතිතුමාගේ අවධානය පිණිසයි .  . ....""",Political
"""ආගම, ජාතිය , සංස්කෘතිය මාර්කට් කරමින්. බේගල් වපුරමින් තමාට ප්‍රතිරූපයක් ගොඩනගාගන්නට වෙර දරන නාථවාදී මහැඳුරන්...... """,Religion
"""ඇය මැතිනියක්ම විය! 🇱🇰 වානේ - අතුරුගිරිය ඔරුවල  ටයර් - කැළණිය ලෝහ භාණ්ඩ - යක්කල වාත්තු - එඬේරමුල්ල කඩදාසි - වාලච්චේන සහ ඇඹිලිපිටිය  නූල් සහ රෙදි - තුල්හිරිය, වේයන්ගොඩ, වැල්ලවත්ත  කපු නූල් නිෂ්පාදනය කර ප්‍රතිඅපනයනය අමෙරිකාවට - කපුවත්ත නයිලෝන් - සපුගස්කන්ද  දාස ඩියුරෝ - කැළණිය  ඒකල කර්මාන්ත කලාපය රත්මලාන කර්මාන්ත කලාපය යුනික් ඉලෙක්ට්‍රොනික්ස් - හෝමාගම මැටලික්ස් ඉලෙක්ට්‍රිකල්ස් - පිටකෝට්ටේ පැරකුම් කිරි - පොලොන්නරුව පිටි සංස්ථාව ධීවර  සංස්ථාව  ටයර් සංස්ථාව  ලංකා ලෝහ භාණ්ඩ සංස්ථාව  පිඟන් භාණ්ඩ සංස්ථාව තුනී ලෑලි සංස්ථාව - ගින්තොට  සීනී - කන්තලේ හා හිගුරාන ෆෝසිලේන් පිගන් - රත්තොට මිනිරන් - බෝගල  කිරි මණ්ඩලය - (දැන් මිල්කෝ සහ හයිලන්ඩ්) සිමෙන්ති - වාලච්චේන  පොහොර සංස්ථාව - සපුගස්කන්ද  ලැම්බ්‍රෙටා ස්කූටර් සහ ත්‍රීරෝද රථ...... #SirimavoBandaranaike""",Political
"""මම කියන්නද ආගම් හා බැදුනු අන්ධ භක්තිය කෙතරම් භයානකද කියා..🤔 හිතන්න මේ එක්තරා ආගමක අන්ධ භක්තියෙකුගේ ප්‍රකාශයකි.රවුෆ් හකීම් පවසන පරිදි ඔවුන්ගේ ආගම අනුව ඔවුන්ගේ බැතිමතාගේ අවසන් කටයුතු නොකිරීම දෙවියන්ට විරුද්ධ වීමකි. මුස්ලිම් සමාජයේ මෙය අනුමත කරන කී දෙනෙක්නම් ඇතිද..? """,Religion
"""ඔබ සිතන්න තමාට කොරෝනා ආසාධනය වී ඇති බවට සැකයක් ඇතිවන ඉස්ලාම් ආගම අදහන භක්තිකයන් අවසාන කටයුතු ඔවුන්ගේ ආගමට අනුව නොකිරීම ගැන බිය වී සැගවී සිටියොත්..🤔🤔 කෙතරම් භයානක තත්තවයකට මුහුණ දීමට ලංකාවට සිදුවේද..?""",Religion
"""සිතන්න ඔබ හෘදසාක්ෂියට එකගව මේ ආගමික මිත්‍යා මතයන් පරාජය කලයුතු නොවේද..?""",Religion
"""--හරි ලස්සනයි ජනාධිපතිතුමා -- රටේ හැම තැනම ප්‍රශ්න.තව ලෙඩ්ඩු දහස් ගානක් ඉන්නවා පරීක්ෂා කරන්න.ඒව කඩිනමින් කරන්න වැඩපිලිවෙලක් නෑ තාම.""",Political
"""පැත්තක මිනිස්සුන්ට කන්න නෑ.පැත්තක මිනිස්සුන්ට එලවලු ටික විකුණ ගන්න බෑ.පාර අයිනේ තොගපිටින් වේලිලා යනවා.එදිනෙදා වේල පිරිමහගන්න බැරි මිනිස්සුන්ගේ බඩපොත්තට ඇලිලා.දෙනවා කිව්ව 5000 රටේ බාගයකට වඩා තාම හම්බවෙලා නෑ.මිනිස්සු හතර වටින් කන්න නෑ කියලා පාරට ඇවිත් කෑගහලා උද්ඝෝෂණ කරා.පොලිසිය දම්මලා ඒවා අයින් කරලා දෙතුන් දෙනෙක් ඇරෙස්ට් කරා.උන්ගේ බඩගින්නට උත්තර දුන්නේ එහෙමයි... එහෙම මිනිස්සු ඉන්න රටක ඕව ඇස්වලට එකපාර දැක්කම අැස් ටීක් වෙලා යනවා ජනාධිපති පති තුමා..ලයිට් දැම්මම හරි ලස්සනයි ජනාධිපති තුමා...ඕක හදන්න ගියපු ගාන කවද වෙනකම් අපිට ගෙවන්න වෙයිද ජනාධිපති තුමා?..කමක් නෑ ඕවා දැක්කම ඒ මිනිස්සුන්ගේ ප්‍රශ්න ,බඩගින්න යනවා ඇති නේද ජනාධිපතිතුමා ??? ... -චරිදු කේ-""",Political
"""Jvp එක උගුරට හොරා බෙහෙත් බොනව...jvp කරන්න ඕන ඒව රන්ජන් තනියම ගේම ගහනව""",Political
"""මිනිස්සු බැනලා තමයි අරන් යන්නේ"" - මිල ගැන අහද්දී ඇමති යන්න කතා කළ තැන""",Political
"""අජිත් නිවාඩ් කබ්රාල් රාජ්‍ය අමාත්‍යතුමනි, පුළුවන්නම් ජනතා ඡන්දයෙන් පාර්ලිමේන්තුවට එන්න (සත්‍යයේ සටහන බුද්ධියේ විමසුමට..)""",Political
"""නිදහස ඕනෑ නම් පොහොට්ටුවට එන්න.. බන්ධනාගර ඇමති රංජන් ට කියයි.""",Political
"""සිරිසේනගේ සහ නන්දසේනගේ ආණ්ඩුවල බඩුමිල..ඔබට සතුටුයිද දැන්""",Political
"""ඉතා කනගාටුදායකයි, මහා ඉඩම් මන්කොල්ලයට එරෙහිවූ ආදිවාසින්ටත් ජරාව දෙන්න ගදපු එකාව වහා නිතිය ක්‍රියාත්මක කල යුතු නොවේද ?.""",Political
"""ඇත්ත මහින්ද මහත්තයා ඔබතුමා වැරදිලා කලේ නෑ .. හිතලා කලා මිසක්....!""",Political
"""දර්ශන අබේධීර සර් කවදාවත් කොයි මොහොතකවත් අමතකනම් නොවේ මැරෙනාතුරු.. ඔබගේ සේවය අපහට කල ඒ කැපවීම ඔබ නිසයි අපි සැවොම වොලිබෝල් වල තැනක ඉන්නේ""",sports
"""නෙට් එකෙන් පනින නොපනින තරමට රිසීවින් ඩිෆෙන්ස් දුන්නම සෙටා බස්සයි ලස්සනට බෝලෙ එහා කොටුවට පාස් එක අල්ලන්නේ නැතුව.බ්ලොක් එන අයගෙ නොසැලකිල්ල නිසා ලකුණක් පූජා කරීම නිතර සිදුවෙනව මෙවැනි අවස්ථාවන්""",sports
"""Bඛාණ්ඩයෙන් තරග කල CEB කණ්ඩායම මූළික වටයේ සියළුම තරග ජයගනිමින් B ඛාණ්ඩයේ 1 ස්ථානයට පත්විය. අවසන් පූර්ව තරගය Aඛාණ්ඩයේ 2 ස්ථානය වන ශ්‍රී ලංකා යුධ හමුදා කඪායම.සමග තරග වැදීමට නියමිතය ( මාර්තු 27)""",sports
"""සබරගමු පළාත් ක්‍රීඩා දෙපාර්තමේන්තුව ක්‍රීඩා නිළධාරී ( 3 ශ්‍රේණිය ) වයස අවු. 18-35 අතර සබරගමු පළාතේ පදිංචි අයදුම්කරුවන් සදහා… අයදුම්පත් භාරගැනීමේ අවසන් දිනය…""",sports
"""යාපනය දිස්ත්‍රික් වොලිබෝල් සංගමය විසින් සංවිධානය කරන ලද යාපනය දිස්ත්‍රික් වොලිබෝල් තරඟාවලිය පසු ගිය 21 පෙරවරුවේ යාපනයේ සරස්වතී ප්‍රජා මධ්‍යස්ථාන ක්‍රීඩාංගණයේදී ආරම්භ විය.""",sports
අවසන් පූර්ව තරගයට කවුරුන් ඒවිද?? ගැලැක්සි කුසලාන වොලිබෝල් තරගාවලියේ දෙවෙනි දවස නිමාවන විට එක් එක් කණ්ඩායම් වල තත්වය සෑම කණ්ඩායමකටම තව එක් තරගයක් බැගින් ඉතිරි වී ඇත.,sports
"""‘විදුලිය දිදුලයි. දිදුලන්නේය යනු දීප්තිමත් වීමය. පසුගියදා ජාතික ශූරතා වොලිබෝල් තරගාවලියේදී විදුලි බල මණ්ඩල වොලිබෝල් කණ්ඩායම ජයග්‍රහණයෙන් දීප්තිමත් කරන්නට නායකත්වය දුන්නේ දීප්ති රොමේෂ්ය. මේ ඔහු ගැනය.""",sports
"""2021 ගැලැක්සි කුසලාන වොලිබෝල් තරගාවලිය  - පළමු දවස නිමා වනවිට කණ්ඩායම් වල තත්වය""",sports
"""පළමු තරගය සැබෑ සුපිරි තරගයක් විය. වට 5 ක් දක්වා රැගෙන යාමට කණ්ඩායම් දෙක දක්ශ විය. නමුත් අවසානයේ ගෝල්ඩන් ටයිහර්ස් කණ්ඩායමට ජය හිමි විය.""",sports
"""ජාතික කණ්ඩායම නියෝජනය කල මහේල ඉන්දීවරගේ නායකත්වයෙන් ගැලැක්සි කුසලානය සොයා යන කළුතර ගෝල්ඩන් ටයිගර්ස් කණ්ඩායම.ශ්‍රී ලංකාව වෙනුවෙන් ප්‍රථම යොවුන් ඔලිම්පික් වෙරල වොලිබෝල් තරඟාවලිය නියෝජනය කල චාමික සඳරුවන් ද මෙම කණ්ඩායම නියෝජනය කරයි.",sports
"""ජයලත් අභියෝගතා කුසලාන 21 න් පහල තරගාවලිය ගම්පහ මැක්වත්ත ක්‍රීඩාංගණයේදී. ශූරතාවය = රදාවාන ගෝල්ඩන් බර්ඩ්, අනුශූරතාවය = ගම්පහ සියනෑ.""",sports
"""ජාතික මහා ක්‍රීඩා උළෙලේ මැරතන්, තරග ඇවිදීම හා පාපැදි තරග.. """,sports
"""ක්‍රීඩාවට තරඟ දුලබ වූ ගෙවුනු වසරේ, රට වෙනුවෙන් ඉහළම දක්ෂතාවය දැක්වූ ක්‍රීඩකයා හෝ ක්‍රීඩා කණ්ඩායම කවුරුන් විය හැකිද?""",sports
"""ඇමරිකාවේ ක්‍රිම්සන් ඇන්ඩ් ගෝල්ඩ් ආරාධිත ගෘහස්ත මලල ක්‍රීඩා තරගාවලියට එක්වෙමින් උෂාන් තිවංක දැක්වූ දක්ෂතාව මීටර් 2.21 ක් වේ. එය එම තරගාවලියේ වාර්තාව ද අලුත් කිරීමක් වේ.""",sports
"""ශ්‍රී ලංකා මළල ක්‍රීඩා සංගමයේ ගරු සභාපති තුමන් සමග ( 98 වන ජාතික මළල ක්‍රීඩා ශූරතාවය - 2020""",sports
"""මී. 5000 බාධක දිවීම පිරිමි - ජයග්‍රහණය ( පුශ්පකුමාර් )""",sports
"""ශ්‍රී ලංකා ජාතික පුහුණුකරු විසින් ලාංකික ක්‍රීඩක ක්‍රීඩිකාවන්ට හා පුහුණුකරුවන් වෙත මාසිකව ඉදිරිපත් කරනු ලබන ශ්‍රී ලංකා ජාතික පුහුණුකරුගේ මාසික පණිවිඩය.…""",sports
"""ක්‍රීඩකයෙනි අධෛර්යමත් නොවන්න"" ශ්‍රී ලංකා මලල ක්‍රීඩා ජාතික පුහුණුකරු..""",sports
"""ශ්‍රී ලංකා මලල ක්‍රීඩා ජාතික පුහුණුකරු වයි.කේ. කුලරත්න ගුරුපියාණන් වත්මන් කොවිඩ් 19 වසංගත තත්වය තුල ලාංකික මලල ක්‍රීඩාවේ ඉදිරි සැලසුම් පිලිබදව විස්තර කල සම්මුඛ සාකච්ඡාව.""",sports
"""සුසන්තිකා ඔලිම්පික් ලංකාවට දිනා දී අදට වසර 20යි""",sports
"""කොළඹ දිස්ත්‍රික් අන්තර් ප්‍රාදේශීය ලේකම් කොට්ඨාශ මලල ක්‍රීඩා  තරඟාවලිය -2020 අවසන් තරඟ ප්‍රතිඵල - විවෘත""",sports
"""ගම්පහ දිස්‌ත්‍රික්‌ අන්තර් ප්‍රාදේශීය ලේකම් කොට්ඨාශ මලල ක්‍රීඩා උළෙල - 2020""",sports
"""සුගතදාස එළිමහන් ක්රිඩා පිටිය පුහුණුවීම් සදහා උදෑසන 6.00 සිට විවෘත කරනු ඇත. ඇතුළත් වීමට පහත අයදුම්පත පුරවාගෙන යාම අනිවාර්ය වේ.""",sports
"""පොදුරාජ්‍ය මණ්ඩලයීය මලල ක්‍රීඩා පරිසාදන මට්ටම කෙසේ වෙයි ද ?""",sports
"""මලල ක්‍රීඩාවේ වටිනාකම – ගුවනේ ඉදිකළ අමුතු ධාවන පථය""",sports
"""අමුතු තීරණ සමගින් පාසල් මලල ක්‍රීඩා තරගාවලිය අවසන් වෙයි – මාරිස්ටෙලා හා වලල ශූරයන් හා ශූරියන්…""",sports
"""වාර්තා පිට වාර්තා සමගින් යුද හමුදා ඔලිම්පික් උළෙල අවසන් වෙයි""",sports
"""ක්‍රීඩා නිළධාරීන්ගේ කියුම් කෙරුම් එළිවෙයි – සභාපතිගෙ පිටියත් මඩ වගුරක්""",sports
"""ජාතික ක්‍රීඩා උළෙල ලැජ්ජාව හා ජයග්‍රහණ සමග නිමා වෙයි; නිළධාරීන්ගේ වල ඉහ ගැනීම අසාර්ථකයි""",sports
"""ශ්‍රී ලංකාවේ මුස්ලිම් COVID-19 වින්දිතයින්ගේ ආදාහනය සම්බන්ධයෙන් ශ්‍රී ලංකාවේ OIC සාමාජික රටවල තානාපතිවරු සහ මහ කොමසාරිස්වරු ජනාධිපති ගෝතභය රාජපක්ෂ මහතා වෙත ලිපියක් ලියා තිබේ. #lka #enough #StandAgainstRacism""",Racist
"""කොළඹ එක්සත් අරාබි එමීර් රාජ්‍යයේ තානාපති කාර්යාලය දේශීය සිංහල ප්‍රවෘත්ති වෙබ් අඩවියේ සහ සමාජ මාධ්‍යවල පළ වූ ප්‍රවෘත්ති මගින් අතිශයින් කලකිරීමට හා කනස්සල්ලට පත්ව සිටී. #LKA # ප්‍රමාණවත් # ශ්‍රීලංකාව #StandAgainstRacism""",Racist
"""සැබෑ ශ්‍රී ලාංකිකයෙක්; මට සිංහල රාජධානියක්, දෙමළ රාජ්‍යයක් හෝ මුස්ලිම් රාජ්‍යයක් අවශ්‍ය නැත. මට අවශ්‍ය එකම රාජධානිය ශ්‍රී ලංකාවයි. - මනෝ ගනේෂන් එම්.පී. #LKA  #StandAgainstRacism""",Racist
"""1951 අංක 13 මුස්ලිම් විවාහ හා දික්කසාද පනත අවලංගු කරන ලෙස පෞද්ගලික යෝජනාවක් පාර්ලිමේන්තුවට ඉදිරිපත් කර තිබේ. මෙම යෝජනාව පාර්ලිමේන්තු මන්ත්‍රී අතුරලිය රත්න තෙරෝ විසින් සභාගත කරන ලදී. #LKA # ප්‍රමාණවත් # ශ්‍රීලංකාව #StandAgainstRacism""",Racist
"""ජනවාර්ගික සමගිය සඳහා හොඳම උදාහරණය; ත්‍රිකුණාමල දිස්ත්‍රික්කයේ ජෛව විද්‍යා ක්ෂේත්‍රයේ ප්‍රථම ස්ථානයට පත්වූ මුතුර් මුෂදිකාට බෞද්ධ භික්ෂුවක් තෑග්ගක් හා සුබ පැතුම් එක් කර තිබේ. #LKA #StandAgainstRacism""",Racist
"""බුද්ධි අංශ ප්‍රධානියෙකු ලෙස මුස්ලිම්වරයෙකු පත් කරන්නේ කෙසේද? අපි සටන් කරන්නේ ඉස්ලාමීය ත්‍රස්තවාදයට ය; ෆොන්සේකා පාර්ලිමේන්තුවේදී ජනාධිපතිවරයා කළ මංගල කතාවේ ජාතිවාදී අදහස් පළ වූ අතර ජාතිවාදය උසිගැන්වීමට හා රට ඉදිරියට ගෙනයාමට හැකියාවක් නැත. #LKA # ප්‍රමාණවත් # ශ්‍රීලංකාව #StandAgainstRacism""",Racist
"""මඩකලපුව දිස්ත්‍රික්කයේ ශ්‍රී ලංකා වරාය අධිකාරියේ සංවිධායක චන්ද්‍රකුමාර් මහතා පැවසුවේ මඩකලපුව දිස්ත්‍රික්කයේ සමහර සංවිධාන කියා සිටින්නේ දෙමළ ප්‍රදේශවල මුස්ලිම් වෙළෙඳුන්ට අවසර නොමැති බවයි. එස්එල්පීපීයට මේ කාරණය සමඟ කිසිදු සම්බන්ධයක් නොමැත. යමෙක් මේ සම්බන්ධයෙන් පැමිණිලි කළහොත් අපි ජනාධිපතිවරයා වෙත ඉදිරිපත් කරන්නෙමු.#StandAgainstRacism""",Racist
"""කොළඹ-මහනුවර මාර්ගයේ නෙලුන්ඩේනියාවේ උඩුකුම්බුරා හි නූර් ජුම්මා මස්ජිඩ් හි තැන්පත් කර ඇති බුද්ධ ප්‍රතිමාවක් මුස්ලිම්වරුන් අතර භීතියක් ඇති කර තිබේ. #LKA # ප්‍රමාණවත් # ශ්‍රීලංකාව #StandAgainstRacism""",Racist
"""පාහියන්ගල ආනන්ද සාගර තෙරෝ ඇතුළු ජාතිවාදයට සහාය දුන් බෞද්ධ භික්ෂූන් වහන්සේලා පළමුව අත්අඩංගුවට ගත යුතු බව හිටපු අමාත්‍ය සහ සමස්ත ලංකා මැකල් කොන්ග්‍රසයේ නායක හා පාර්ලිමේන්තු මන්ත්‍රී රිෂාඩ් බතියියුදීන් පැවසීය. #LKA # ප්‍රමාණවත් # ශ්‍රීලංකාව #StandAgainstRacism""",Racist
"""පසුගිය රජය තුළ මහනුවර-දීගනාහි සිදු වූ ප්‍රජාවන් දෙක අතර ප්‍රචණ්ඩත්වය වත්මන් රජය තුළ සිදු නොවේ. එය කිසි විටෙකත් නවාතැන් නොගනු ඇත. ආරක්ෂක ලේකම් මේජර් ජෙනරාල් කමල් ගුණරත්න මහතා කියා සිටියේ ප්‍රචණ්ඩත්වයට සම්බන්ධ අයට එරෙහිව නඩු පවරන බවයි. #LKA # ප්‍රමාණවත් # ශ්‍රීලංකාව #StandAgainstRacism""",Racist
"""කල්මුනායි මහ නගර සභා නගරාධිපති සහ ජ්‍යෙෂ් Law නීති yer ඒ.එම්. නව වසරේදී රට වාර්ගික හා ආගමික වෛරයෙන් මිදෙන බවත් සාමය හා සමෘද්ධිය ඇති කළ හැකි බවත් රකීබ් පවසයි. #LKA # ප්‍රමාණවත් # ශ්‍රීලංකාව #StandAgainstRacism""",Racist
"""හිටපු අම්පාරා දිස්ත්‍රික් පාර්ලිමේන්තු මන්ත්‍රී සහ පොත්තුවිල් මැතිවරණ කොට් SL ාශයේ සංවිධායක පී.එච්. ශ්‍රී ලංකාවේ සියලුම ජනවාර්ගික කණ්ඩායම්වලට රටේ සියලු ජනවාර්ගික කේන්ද්‍රීය පක්ෂ තුරන් කිරීමෙන් සාමයෙන් හා සාමයෙන් ජීවත් විය හැකි බව පියසේන මහතා පැවසීය. #LKA # ප්‍රමාණවත් # ශ්‍රීලංකාව #StandAgainstRacism""",Racist
