Text,Class,Filtered_sentence
 ඔව් යකෝදැන් කනවැල අල්ලන් යන්නේ😂 ඇහ කන වෙලා කන කට වෙලා කට පුක වෙලා පුක ,Sexism,ඔව් යකෝදැ කනවැ අල්ල යන්නේ😂 ඇහ කන වෙ කන කට වෙ කට පුක වෙ පුක
 ඔව් යකෝදැන් කනවැල අල්ලන් යන්නේ😂 ඇහ කන වෙලා කන කට වෙලා කට පුක වෙලා පුක ,Sexism,ඔව් යකෝදැ කනවැ අල්ල යන්නේ😂 ඇහ කන වෙ කන කට වෙ කට පුක වෙ පුක
 ඒ වේසි එක්ක මට ගනුදෙනුවක් නෑ දැන්,Sexism,වේසි එක්ක මට ගනුදෙනුව
 ඒ වේසි එක්ක මට ගනුදෙනුවක් නෑ දැන්,Sexism,වේසි එක්ක මට ගනුදෙනුව
 එකදවසක් ඌ බීලා මට පුක පෙන්නුවා 😁😁😁,Sexism,එකදවස උ බී මට පුක පෙන්න 😁😁😁
 එකදවසක් ඌ බීලා මට පුක පෙන්නුවා 😁😁😁,Sexism,එකදවස උ බී මට පුක පෙන්න 😁😁😁
 මොකට බය වෙනවද මුන් හොදයි බං හරක්ගෙ පුක අස්සට අත දාල ගොම ටික එලියට ගන්න 😂,Sexism,මොක බය වෙනව ම හොද බං හරක්ග පුක අස්ස අත දාල ගොම ටික එලිය ග 😂
 මොකට බය වෙනවද මුන් හොදයි බං හරක්ගෙ පුක අස්සට අත දාල ගොම ටික එලියට ගන්න 😂,Sexism,මොක බය වෙනව ම හොද බං හරක්ග පුක අස්ස අත දාල ගොම ටික එලිය ග 😂
 මූට පුක පොලේ ගහගන්න හිතෙනවා ඇති😂,Sexism,මූට පුක පොල ගහග හිතෙ ඇති😂
 මූට පුක පොලේ ගහගන්න හිතෙනවා ඇති😂,Sexism,මූට පුක පොල ගහග හිතෙ ඇති😂
 මනුස්සකමට පුක මිරිකුවාම 😂 මේ අමිලයියෙ කැත වැඩ නොකර හිටපන් බස්වල 🤭,Sexism,මනුස්සකම පුක මිරිකුවා 😂 අමිලයිය කැත වැඩ නොකර හිට බස 🤭
 මනුස්සකමට පුක මිරිකුවාම 😂 මේ අමිලයියෙ කැත වැඩ නොකර හිටපන් බස්වල 🤭,Sexism,මනුස්සකම පුක මිරිකුවා 😂 අමිලයිය කැත වැඩ නොකර හිට බස 🤭
 මං නම් හිතන්නෙ ඔහොම vlog බැලුවට අපි යයිද ඕවැයින් කන්නයි නවතින්නයි මොනා හරි exceptional දෙයක් තියෙනව නම් ඇරෙන්න පිස්සුවක් ඉතින් අපෙන් උඩ ගිහින් අපිට පුක පෙන්නන්න සීන් එකක් තියෙන්නේ,Sexism,මං හිතන්න ඔහො  බැලුව අපි යයි ඔවැය කන්න නවතින්න මො හරි  දෙය තියෙන ඇරෙ පිස්සුව අප උඩ ගිහ අපි පුක පෙන්න සී එක තියෙ
 මං නම් හිතන්නෙ ඔහොම vlog බැලුවට අපි යයිද ඕවැයින් කන්නයි නවතින්නයි මොනා හරි exceptional දෙයක් තියෙනව නම් ඇරෙන්න පිස්සුවක් ඉතින් අපෙන් උඩ ගිහින් අපිට පුක පෙන්නන්න සීන් එකක් තියෙන්නේ,Sexism,මං හිතන්න ඔහො  බැලුව අපි යයි ඔවැය කන්න නවතින්න මො හරි  දෙය තියෙන ඇරෙ පිස්සුව අප උඩ ගිහ අපි පුක පෙන්න සී එක තියෙ
 පොඩ්ඩට කාටද පුක දෙන්න ගියේ මේ මල්ලී දන්නේ නැතී මගුල් කියවලා කෙලව ගන්නේ නැතුව හිටපන් උබත් මට කියලා,Sexism,පොඩ්ඩ කාට පුක දෙ ගි මල්ල ද නැත මගුල කියව කෙල ග නැත හිට උබ මට කිය
 පොඩ්ඩට කාටද පුක දෙන්න ගියේ මේ මල්ලී දන්නේ නැතී මගුල් කියවලා කෙලව ගන්නේ නැතුව හිටපන් උබත් මට කියලා,Sexism,පොඩ්ඩ කාට පුක දෙ ගි මල්ල ද නැත මගුල කියව කෙල ග නැත හිට උබ මට කිය
 පොන්නයන්ගේ හැසිරීම පොන්න බිලාසයෙන් කමෙන්ට් කරලා තියෙනවා දැක්කම පට්ට හිරිකිතයි ඕයි,Sexism,පොන්න හැසිරී පො බිලාස කමෙන්ට කර තියෙ දැක්ක පට් හිරිකිත ඔයි
 පොන්නයන්ගේ හැසිරීම පොන්න බිලාසයෙන් කමෙන්ට් කරලා තියෙනවා දැක්කම පට්ට හිරිකිතයි ඕයි,Sexism,පොන්න හැසිරී පො බිලාස කමෙන්ට කර තියෙ දැක්ක පට් හිරිකිත ඔයි
 පොන්න වේසිගේ පුතෝ ගොන් පාට් නොදී ඉදපන් ගොන් ආතල් දෙන්න එපා උබලා උබලගේ ආතල් එක ගනින් පාඩුවේ,Sexism,පො වේසි පුත ගො පාට නොද ඉද ගො අතල දෙ එපා උබ උබල අතල එක ගන පාඩ
 පොන්න වේසිගේ පුතෝ ගොන් පාට් නොදී ඉදපන් ගොන් ආතල් දෙන්න එපා උබලා උබලගේ ආතල් එක ගනින් පාඩුවේ,Sexism,පො වේසි පුත ගො පාට නොද ඉද ගො අතල දෙ එපා උබ උබල අතල එක ගන පාඩ
 පුක 😂😂,Sexism,පුක 😂😂
 පුක 😂😂,Sexism,පුක 😂😂
 පුක වෙනුවෙන් කෑම,Sexism,පුක කෑම
 පුක වෙනුවෙන් කෑම,Sexism,පුක කෑම
 පුක හෝදන්නෙත් නෑ කියලා කියපං දැන් ඉතින්,Sexism,පුක හෝදන්නෙ කිය කියපං
 පුක හෝදන්නෙත් නෑ කියලා කියපං දැන් ඉතින්,Sexism,පුක හෝදන්නෙ කිය කියපං
 පුක හිරවුනු බෙට්ට,Sexism,පුක හිරවු බෙට්
 පුක හිරවුනු බෙට්ට,Sexism,පුක හිරවු බෙට්
 පුක පෙන්නන් නැති හින්දා අවුලක් නැද්ද අපේ හාමුදුරුවනේ මේ කරන දේ හරිද lka  SriLanka,Sexism,පුක පෙන්න නැ හින්ද අවුල නැද් අපේ හාමුදුරුවන කරන දේ හරි ‍ෂ්‍රී ලංකා ෂ්‍රී ලංකා
 පුක පෙන්නන් නැති හින්දා අවුලක් නැද්ද අපේ හාමුදුරුවනේ මේ කරන දේ හරිද lka  SriLanka,Sexism,පුක පෙන්න නැ හින්ද අවුල නැද් අපේ හාමුදුරුවන කරන දේ හරි ‍ෂ්‍රී ලංකා ෂ්‍රී ලංකා
 පුක පුක නොකිය රෝස මල කියන්නද😂😂 අනේ යනෝ හාලෝ යන්න,Sexism,පුක පුක නො රෝස මල කියන්නද😂😂 යනෝ හාල ය
 පුක පුක නොකිය රෝස මල කියන්නද😂😂 අනේ යනෝ හාලෝ යන්න,Sexism,පුක පුක නො රෝස මල කියන්නද😂😂 යනෝ හාල ය
 පිස්සු හුත්තියෙක් ලෙඩ්ඩුන්ට බුදු සරණයි මේකෙ එකාලටත් පොත්ත රතුනම් ඒ ඇති කැහැටු බැල්ලියක් උනත් කරේ තියන් යන්න,Sexism,පිස්ස හුත්තිය ලෙඩ්ඩුන් බුද සරන මේක එකාල පොත්ත රතුන කැහැට බැල්ලිය උන කරේ ත ය
 පිස්සු හුත්තියෙක් ලෙඩ්ඩුන්ට බුදු සරණයි මේකෙ එකාලටත් පොත්ත රතුනම් ඒ ඇති කැහැටු බැල්ලියක් උනත් කරේ තියන් යන්න,Sexism,පිස්ස හුත්තිය ලෙඩ්ඩුන් බුද සරන මේක එකාල පොත්ත රතුන කැහැට බැල්ලිය උන කරේ ත ය
 පිස්සු නැතිව දාන්න ඔය වගේ සල්ලි පස්සෙ දුවන ගොබ්බ හුත්තියො ගැන මිනිස්සු දැනගන්නෝන ඔහොම ගෑණු පොල් පිත්තක් ගත්තත් කපාගන්න ඇහැකි වේස ගෑණු,Sexism,පිස්ස නැති දා ඔය වගේ සල්ලි පස්ස දුව ගොබ්බ හුත්තිය මිනිස්ස දැනගන්නෝ ඔහො ගෑන පොල පිත්ත ගත් කපාග ඇහැ වේස ගෑන
 පිස්සු නැතිව දාන්න ඔය වගේ සල්ලි පස්සෙ දුවන ගොබ්බ හුත්තියො ගැන මිනිස්සු දැනගන්නෝන ඔහොම ගෑණු පොල් පිත්තක් ගත්තත් කපාගන්න ඇහැකි වේස ගෑණු,Sexism,පිස්ස නැති දා ඔය වගේ සල්ලි පස්ස දුව ගොබ්බ හුත්තිය මිනිස්ස දැනගන්නෝ ඔහො ගෑන පොල පිත්ත ගත් කපාග ඇහැ වේස ගෑන
 දවසක් මන් මනුස්සකමට පුක මිරිකුවහම ඒ ආන්ටි බැලුවෙත් නිකං අභ්‍යන්තර ඉන්ද්‍රියක් පනපිටින් ගලවල අතට දුන්න වගෙ බැල්මකින්,Sexism,දවස මන් මනුස්සකම පුක මිරිකුවහ අන්ටි බැලුවෙ නිකං අබ්‍යන්තර ඉන්ද්‍රිය පනපිට ගල අතට දු වගෙ බැල්
 දවසක් මන් මනුස්සකමට පුක මිරිකුවහම ඒ ආන්ටි බැලුවෙත් නිකං අභ්‍යන්තර ඉන්ද්‍රියක් පනපිටින් ගලවල අතට දුන්න වගෙ බැල්මකින්,Sexism,දවස මන් මනුස්සකම පුක මිරිකුවහ අන්ටි බැලුවෙ නිකං අබ්‍යන්තර ඉන්ද්‍රිය පනපිට ගල අතට දු වගෙ බැල්
  සුදු පුක,Sexism,සුද පුක
  සුදු පුක,Sexism,සුද පුක
  සී වේසි කියන්නේ මුහුදු හුකන්නිටනෙ,Sexism,සී වේසි කිය මුහුද හුකන්නිටන
  සී වේසි කියන්නේ මුහුදු හුකන්නිටනෙ,Sexism,සී වේසි කිය මුහුද හුකන්නිටන
  හුත්තො 😂😂 ෆේක් එකක් 😂😂😂,Sexism,හුත්ත 😂😂 ෆේ එක 😂😂😂
  හුත්තො 😂😂 ෆේක් එකක් 😂😂😂,Sexism,හුත්ත 😂😂 ෆේ එක 😂😂😂
  ඕකාගෙ අලි පුක නෙහ් පේන්න බැරි පොඩි පකයෙක්,Sexism,ඔකාග අලි පුක නෙහ පේ බැරි පොඩි පකය
  ඕකාගෙ අලි පුක නෙහ් පේන්න බැරි පොඩි පකයෙක්,Sexism,ඔකාග අලි පුක නෙහ පේ බැරි පොඩි පකය
  අනේ උඹ හුකහන් හුත්තො ඇයි උඹ මොනා කරන්නද,Sexism,උබ හුකහ හුත්ත උබ මො කරන්න
  අනේ උඹ හුකහන් හුත්තො ඇයි උඹ මොනා කරන්නද,Sexism,උබ හුකහ හුත්ත උබ මො කරන්න
  අනේ පල හුත්තො තොපේ මහ එකාගෙ දවසක වියඳම කීයද ඒ දවස් වල,Sexism,පල හුත්ත තොප එකාග දවසක වියද කීය දවස වල
  අනේ පල හුත්තො තොපේ මහ එකාගෙ දවසක වියඳම කීයද ඒ දවස් වල,Sexism,පල හුත්ත තොප එකාග දවසක වියද කීය දවස වල
  ඩෙමා මේ නංගිගෙ පස්ස හදල දෙන්න,Sexism,ඩෙම නංගිග පස්ස හදල දෙ
  ඩෙමා මේ නංගිගෙ පස්ස හදල දෙන්න,Sexism,ඩෙම නංගිග පස්ස හදල දෙ
  රාහුලේ උන්ට කොහොමත් ලඟ තියෙන එකේ අගයක් නෑ පුක ඉරාගෙන බීච් එක ගාවට යනවා නූපෙ ඉඳන් 😂😂,Sexism,රාහුල උන් කොහොම ලග තියෙ එකේ අගය පුක ඉරාගෙ බීච එක ගාව ය නූප ඉද 😂😂
  රාහුලේ උන්ට කොහොමත් ලඟ තියෙන එකේ අගයක් නෑ පුක ඉරාගෙන බීච් එක ගාවට යනවා නූපෙ ඉඳන් 😂😂,Sexism,රාහුල උන් කොහොම ලග තියෙ එකේ අගය පුක ඉරාගෙ බීච එක ගාව ය නූප ඉද 😂😂
  ඔව් හුත්තෝ කැරි සිද්දිය ඩුප්ලිකේට් එක ගැහුවා විතරයි ටුවීට් එක මිසින් 😂,Sexism,ඔව් හුත්ත කැරි සිද්ද ඩුප්ලිකේට එක ගැ විතර ටුවීට එක මිස 😂
  ඔව් හුත්තෝ කැරි සිද්දිය ඩුප්ලිකේට් එක ගැහුවා විතරයි ටුවීට් එක මිසින් 😂,Sexism,ඔව් හුත්ත කැරි සිද්ද ඩුප්ලිකේට එක ගැ විතර ටුවීට එක මිස 😂
  ඔවු ඔවු හැබැයි ඊට වඩා ප්‍රසිද්දයි කිරි කට්ටට කැරි දාන පොඩි අප්පොලෑ වලවුව කීවම,Sexism,ඔවු ඔවු හැබැ ඉට ප්‍රසිද්ද කිරි කට්ට කැරි දාන පොඩි අප්පොලෑ වලව කීව
  ඔවු ඔවු හැබැයි ඊට වඩා ප්‍රසිද්දයි කිරි කට්ටට කැරි දාන පොඩි අප්පොලෑ වලවුව කීවම,Sexism,ඔවු ඔවු හැබැ ඉට ප්‍රසිද්ද කිරි කට්ට කැරි දාන පොඩි අප්පොලෑ වලව කීව
  ඔයා මොන බඩුව ගැහුවාත් ඔච්චර තමා ඉතිං😂,Sexism,ඔයා මොන බඩ ගැහුවා ඔච්චර තමා ඉතිං😂
  ඔයා මොන බඩුව ගැහුවාත් ඔච්චර තමා ඉතිං😂,Sexism,ඔයා මොන බඩ ගැහුවා ඔච්චර තමා ඉතිං😂
  ඔය ලෑටි පුක ඕකට දැම්මොත් මම අයින් වෙනවා ව්‍යාපෘතියෙන්,Sexism,ඔය ලෑටි පුක ඔකට දැම්ම මම අය වෙ ව්‍යාපෘති
  ඔය ලෑටි පුක ඕකට දැම්මොත් මම අයින් වෙනවා ව්‍යාපෘතියෙන්,Sexism,ඔය ලෑටි පුක ඔකට දැම්ම මම අය වෙ ව්‍යාපෘති
  පුක පොලවෙ ගහගන්න හිතිල බං තියෙන්නෙ,Sexism,පුක පොලව ගහග හිත බං තියෙන්න
  පුක පොලවෙ ගහගන්න හිතිල බං තියෙන්නෙ,Sexism,පුක පොලව ගහග හිත බං තියෙන්න
   කමක් නෑ එයාට කියාගන්න බැරි වුනාට ඔයාට පුළුවන්නේ කැරි වැඩ කරන්න එපා කියලා කියන්න යාලු සතුටුයි 😊 කැරිවැඩ ඇලෙනදේ,Sexism,කම එයා කියාග බැරි වුනා ඔයා පුලුව කැරි වැඩ කර එපා කිය කිය යාල සතුටු 😊 කැරිවැඩ ඇලෙනද
   කමක් නෑ එයාට කියාගන්න බැරි වුනාට ඔයාට පුළුවන්නේ කැරි වැඩ කරන්න එපා කියලා කියන්න යාලු සතුටුයි 😊 කැරිවැඩ ඇලෙනදේ,Sexism,කම එයා කියාග බැරි වුනා ඔයා පුලුව කැරි වැඩ කර එපා කිය කිය යාල සතුටු 😊 කැරිවැඩ ඇලෙනද
   පට්ට වේසි දැන් පොලිසියෙන් ඉල්ලං කාපන්,Sexism,පට් වේසි පොලිසි ඉල්ලං ක
   පට්ට වේසි දැන් පොලිසියෙන් ඉල්ලං කාපන්,Sexism,පට් වේසි පොලිසි ඉල්ලං ක
    අහ් දැන් දැක්කේ ඔයා ඔය දාලා පොටෝ දෙක ගහපු උන් දෙන්නා මගේ යාළුවෝ උන් මේක දැක්කා නං පුක හපාගෙන මැරෙයි ඕයි 🤦🏿‍♂️,Sexism,අහ් දැක් ඔයා ඔය දා පොට දෙක ගහ උන් දෙන් මගේ යාල උන් මේක දැක් නං පුක හපාගෙ මැරෙ ඔයි 🤦🏿‍♂️
    අහ් දැන් දැක්කේ ඔයා ඔය දාලා පොටෝ දෙක ගහපු උන් දෙන්නා මගේ යාළුවෝ උන් මේක දැක්කා නං පුක හපාගෙන මැරෙයි ඕයි 🤦🏿‍♂️,Sexism,අහ් දැක් ඔයා ඔය දා පොට දෙක ගහ උන් දෙන් මගේ යාල උන් මේක දැක් නං පුක හපාගෙ මැරෙ ඔයි 🤦🏿‍♂️
    පුක හපනවා අල්ලලා 😬😬😬,Sexism,පුක හප අල්ල 😬😬😬
    පුක හපනවා අල්ලලා 😬😬😬,Sexism,පුක හප අල්ල 😬😬😬
           ඉතින් බල්ලො ඒක දැම්ම නිසා නේ මේම එකක් හැදුනෙ මම කිව්වද තනියම කරා කියල නිකන් කැරි කතා කියන්න එපා ගස් බල්ල,Sexism,බල්ල එක දැම් නේ මේම එක හැදුන මම කිව්ව තනිය කරා කිය නික කැරි කතා කිය එපා ගස් බල්
           ඉතින් බල්ලො ඒක දැම්ම නිසා නේ මේම එකක් හැදුනෙ මම කිව්වද තනියම කරා කියල නිකන් කැරි කතා කියන්න එපා ගස් බල්ල,Sexism,බල්ල එක දැම් නේ මේම එක හැදුන මම කිව්ව තනිය කරා කිය නික කැරි කතා කිය එපා ගස් බල්
Tharindu Ananda උබට මතකද අපි youth tournament එකක නෙට් බෝල් ගැහුවා 💪🔥,sports,  උබට මතක අපි තර තරගාවල එකක නෙට බෝල ගැ 💪🔥
Tharindu Ananda උබට මතකද අපි youth tournament එකක නෙට් බෝල් ගැහුවා 💪🔥,sports,  උබට මතක අපි තර තරගාවල එකක නෙට බෝල ගැ 💪🔥
Team  යි පුලුවන් ක් තියෙනව ඔන්න ඔතනයි පුතේ තරඟෙ තියෙන්නෙ TCLSL,sports,කන්ඩාය යි පුලු තියෙන ඔතන පුත තරග තියෙන්න ට්විටර් ක්‍රිකට් ලීගය ෂ්‍රී ලංකා
Team  යි පුලුවන් ක් තියෙනව ඔන්න ඔතනයි පුතේ තරඟෙ තියෙන්නෙ TCLSL,sports,කන්ඩාය යි පුලු තියෙන ඔතන පුත තරග තියෙන්න ට්විටර් ක්‍රිකට් ලීගය ෂ්‍රී ලංකා
Support කරන්නෙ colombo kings එකට මොකා දින්නත් කමක් නෑ මට ලොකු ආසවක් තිබ්බා ලංකවේ ලීග් එකක් ගහනවා බලන්න දැන් එක හැබෑ වෙන්න අත ලග,sports, කරන්න   එකට මො දින්න කම මට ලො අසව තිබ්බ ලංක ලීග එක ගහ බල එක හැබෑ වෙ අත ලග
Support කරන්නෙ colombo kings එකට මොකා දින්නත් කමක් නෑ මට ලොකු ආසවක් තිබ්බා ලංකවේ ලීග් එකක් ගහනවා බලන්න දැන් එක හැබෑ වෙන්න අත ලග,sports, කරන්න   එකට මො දින්න කම මට ලො අසව තිබ්බ ලංක ලීග එක ගහ බල එක හැබෑ වෙ අත ලග
Powerfull spike ශ්‍රී ලංකන් අපේ කොල්ලොඔය නිශිදව උඩදාගෙන ඉන්න උන් බලපල්ලඅපේ උනුත් දක්ශයිබන් එකෙන්ම 🇱🇰👊🇱🇰❤️,sports,  ලංක අපේ කොල්ලොඔ නිෂිද උඩදාගෙ ඉ උන් බලපල්ලඅප උනු දක්ෂයිබ එකෙන් 🇱🇰👊🇱🇰❤️
Powerfull spike ශ්‍රී ලංකන් අපේ කොල්ලොඔය නිශිදව උඩදාගෙන ඉන්න උන් බලපල්ලඅපේ උනුත් දක්ශයිබන් එකෙන්ම 🇱🇰👊🇱🇰❤️,sports,  ලංක අපේ කොල්ලොඔ නිෂිද උඩදාගෙ ඉ උන් බලපල්ලඅප උනු දක්ෂයිබ එකෙන් 🇱🇰👊🇱🇰❤️
Out door ගහලා ගහලා indoor මැච් එකක් සෙට් උනාම අමු පිස්සෙක් වෙන්නේ මම විතරද 😍,sports,  ගහ ගහ ගෘහස්ථ මැච එක සෙට උනා අමු පිස්ස වෙ මම විතර 😍
Out door ගහලා ගහලා indoor මැච් එකක් සෙට් උනාම අමු පිස්සෙක් වෙන්නේ මම විතරද 😍,sports,  ගහ ගහ ගෘහස්ථ මැච එක සෙට උනා අමු පිස්ස වෙ මම විතර 😍
Middl attacker can back attack and hight attack too 👊❤️❤️කුයික හයි සහ බැක් ඇටෑක් ගහද්දි 👊👊,sports, ප්‍රහාරක   ප්රහාර   ප්රහාර  👊❤️❤️කුයික හයි බැ ඇටෑ ගහද්දි 👊👊
Middl attacker can back attack and hight attack too 👊❤️❤️කුයික හයි සහ බැක් ඇටෑක් ගහද්දි 👊👊,sports, ප්‍රහාරක   ප්රහාර   ප්රහාර  👊❤️❤️කුයික හයි බැ ඇටෑ ගහද්දි 👊👊
LPL T ඔයා බලපු ටෙස්ට් වල overs  ද ගැහුවේ 😂,sports,  ඔයා බල ටෙස්ට වල  ගැහ 😂
LPL T ඔයා බලපු ටෙස්ට් වල overs  ද ගැහුවේ 😂,sports,  ඔයා බල ටෙස්ට වල  ගැහ 😂
LPL තරගාවලියේ සියලු කණ්ඩායම්වල සංචිත ප්‍රකාශයට පත් කෙරේ,sports, තරගාවලි සියල කන්ඩාය සංචිත ප්‍රකාෂය පත් කෙර
LPL තරගාවලියේ සියලු කණ්ඩායම්වල සංචිත ප්‍රකාශයට පත් කෙරේ,sports, තරගාවලි සියල කන්ඩාය සංචිත ප්‍රකාෂය පත් කෙර
LPL තරගාවලියට සහභාගි නොවිමට හේතුව Aruna පුවත්පත කළ විමසීමකදී ලසිත් මාලිංග කළ ප්‍රකාශය…,sports, තරගාවලිය සහබාගි නොවිම හේත  පුවත්පත කල විමසීමකද ලසි මාලිංග කල ප්‍රකාෂය…
LPL තරගාවලියට සහභාගි නොවිමට හේතුව Aruna පුවත්පත කළ විමසීමකදී ලසිත් මාලිංග කළ ප්‍රකාශය…,sports, තරගාවලිය සහබාගි නොවිම හේත  පුවත්පත කල විමසීමකද ලසි මාලිංග කල ප්‍රකාෂය…
LPL තරගාවලියට ක්‍රීඩකයින් අද සිට වැඩ අල්ලයි,sports, තරගාවලිය ක්‍රීඩකය අද වැඩ අල්ල
LPL තරගාවලියට ක්‍රීඩකයින් අද සිට වැඩ අල්ලයි,sports, තරගාවලිය ක්‍රීඩකය අද වැඩ අල්ල
LPL තරගාවලියට මෙතෙක් නම් කර ඇති විදෙස් ක්‍රීඩකයන්  දෙනා මෙන්න ජාත්‍යන්තර ක්‍රිකට් ක්‍රීඩකයින් ද සහභාගී කර ගනිමින් වසර අටකට පසුව මෙරට පවත්ව,sports, තරගාවලිය කර විදෙස ක්‍රීඩක දෙ ජාත්‍යන්තර ක්‍රිකට ක්‍රීඩකය සහබාග කර ගනි වසර අටක පස මෙර පවත්
LPL තරගාවලියට මෙතෙක් නම් කර ඇති විදෙස් ක්‍රීඩකයන්  දෙනා මෙන්න ජාත්‍යන්තර ක්‍රිකට් ක්‍රීඩකයින් ද සහභාගී කර ගනිමින් වසර අටකට පසුව මෙරට පවත්ව,sports, තරගාවලිය කර විදෙස ක්‍රීඩක දෙ ජාත්‍යන්තර ක්‍රිකට ක්‍රීඩකය සහබාග කර ගනි වසර අටක පස මෙර පවත්
IPL Fail කියන්නෙ LPL වල Highest Wicket Taker වෙයි අටලෝදහම ප්‍රෙන් අටලෝදහම 😉❤,sports,  කියන්න  වල  කඩුල් ටේකර වෙ අටලෝදහ ප්‍ර අටලෝදහ 😉❤
IPL Fail කියන්නෙ LPL වල Highest Wicket Taker වෙයි අටලෝදහම ප්‍රෙන් අටලෝදහම 😉❤,sports,  කියන්න  වල  කඩුල් ටේකර වෙ අටලෝදහ ප්‍ර අටලෝදහ 😉❤
Ipl වල වගේ LPL jersey වල sponsor නැ වැඩීය,sports, වල වගේ   වල  නැ වැඩ
Ipl වල වගේ LPL jersey වල sponsor නැ වැඩීය,sports, වල වගේ   වල  නැ වැඩ
ipl නිසා සල්ලි පෙරේතයා කියලා උගෙ රටේම උන් උට බැන්නාකකුලෙ ඉන්ජරි ආවාරටින් කසිම සහයෝගයක් රුපියලක් දුන්නෙ නෑමාලි තනියම නැගිට්ටා,sports, සල්ලි පෙරේත කිය උගෙ රටේ උන් උට බැන්නාකකුල ඉන්ජරි අවාරට කසි සහයෝගය රුපියල දුන්න නෑමාලි තනිය නැගිට්ට
ipl නිසා සල්ලි පෙරේතයා කියලා උගෙ රටේම උන් උට බැන්නාකකුලෙ ඉන්ජරි ආවාරටින් කසිම සහයෝගයක් රුපියලක් දුන්නෙ නෑමාලි තනියම නැගිට්ටා,sports, සල්ලි පෙරේත කිය උගෙ රටේ උන් උට බැන්නාකකුල ඉන්ජරි අවාරට කසි සහයෝගය රුපියල දුන්න නෑමාලි තනිය නැගිට්ට
Football ගහන්න ඕන උන් වොලිබෝල් ගහද්දි,sports, ගහ ඔන උන් වොලිබෝල ගහද්දි
Football ගහන්න ඕන උන් වොලිබෝල් ගහද්දි,sports, ගහ ඔන උන් වොලිබෝල ගහද්දි
🤗🙂නවතම ක්රිකට් පුවත් දැනගන්න අප සමග එක්වන්න😎😍🤗,sports,🤗🙂නවත ක්රිකට පු දැනග අප එක්වන්න😎😍🤗
🤗🙂නවතම ක්රිකට් පුවත් දැනගන්න අප සමග එක්වන්න😎😍🤗,sports,🤗🙂නවත ක්රිකට පු දැනග අප එක්වන්න😎😍🤗
😲 අම්මෝ ඒ පැනිල්ල කොහොමද ගමේ කොල්ලෝ Spikers Training,sports,😲 අම්ම පැන කොහොම ගමේ කොල්ල ස්පිකර්ස පුහුන
😲 අම්මෝ ඒ පැනිල්ල කොහොමද ගමේ කොල්ලෝ Spikers Training,sports,😲 අම්ම පැන කොහොම ගමේ කොල්ල ස්පිකර්ස පුහුන
DSI  Final Match    දෙකටන පද්මවතී වි vs  රුවන්වැල්ල රාජසිංහ වි,sports, අවසා තරග දෙකට පද්මවත වි  රුවන්වැල් රාජසිංහ වි
DSI  Final Match    දෙකටන පද්මවතී වි vs  රුවන්වැල්ල රාජසිංහ වි,sports, අවසා තරග දෙකට පද්මවත වි  රුවන්වැල් රාජසිංහ වි
BBC News සිංහල  අකිල ධනංජයගේ පන්දු යැවීමේ විලාසය නීති විරෝධීයි  අයිසීසී ,sports,  සිංහ අක ධනංජ පන්ද යැව විලාස නී විරෝධී අයිසීස
BBC News සිංහල  අකිල ධනංජයගේ පන්දු යැවීමේ විලාසය නීති විරෝධීයි  අයිසීසී ,sports,  සිංහ අක ධනංජ පන්ද යැව විලාස නී විරෝධී අයිසීස
Bඛාණ්ඩයෙන් තරග කල CEB කණ්ඩායම මූළික වටයේ සියළුම තරග ජයගනිමින් B ඛාණ්ඩයේ  ස්ථානයට පත්විය අවසන් පූර්ව තරගය Aඛාණ්ඩයේ  ස්ථානය වන ශ්‍රී ලංකා යුධ හමුදා කඪායමසමග තරග වැදීමට නියමිතය  මාර්තු ,sports,කාන්ඩ තරග කල  කන්ඩාය මූලික වට සියලු තරග ජයගනි  කාන්ඩ ස්ථානය පත්ව අවස පූර් තරග කාන්ඩ ස්ථාන ලං යුධ හමුද කඩායමසමග තරග වැදීම නියමිත මාර්ත
Bඛාණ්ඩයෙන් තරග කල CEB කණ්ඩායම මූළික වටයේ සියළුම තරග ජයගනිමින් B ඛාණ්ඩයේ  ස්ථානයට පත්විය අවසන් පූර්ව තරගය Aඛාණ්ඩයේ  ස්ථානය වන ශ්‍රී ලංකා යුධ හමුදා කඪායමසමග තරග වැදීමට නියමිතය  මාර්තු ,sports,කාන්ඩ තරග කල  කන්ඩාය මූලික වට සියලු තරග ජයගනි  කාන්ඩ ස්ථානය පත්ව අවස පූර් තරග කාන්ඩ ස්ථාන ලං යුධ හමුද කඩායමසමග තරග වැදීම නියමිත මාර්ත
Akila Jayasundara දැන්වත් රට වෙනුවෙන් සෙල්ල්ම් කරපන්මන් දන්නවා උබ හිටියන්ම් ලංකාවට අද ගොඩක් ඉස්සරහට යන්න තිබ්බා,sports,  දැන් රට සෙල්ල් කරපන්ම දන් උබ හිටියන් ලංකාව අද ගොඩ ඉස්සරහ ය තිබ්බ
Akila Jayasundara දැන්වත් රට වෙනුවෙන් සෙල්ල්ම් කරපන්මන් දන්නවා උබ හිටියන්ම් ලංකාවට අද ගොඩක් ඉස්සරහට යන්න තිබ්බා,sports,  දැන් රට සෙල්ල් කරපන්ම දන් උබ හිටියන් ලංකාව අද ගොඩ ඉස්සරහ ය තිබ්බ
